outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP1_204_38979_20130516_003257_inLine.sph	38979	20130516	003257	38979	inLine	CENTRAL	F	CAR_KIT	32	AIRTEL	SAMSUNG	4792320	8000
BABEL_OP1_204_38979_20130516_003257_outLine.sph	38979	20130516	003257	38979	outLine	NORTHERN	M	HOME_OFFICE_MOBILE	34	AIRCEL	SAMSUNG	4802240	8000
BABEL_OP1_204_42155_20130122_030534_inLine.sph	42155	20130122	030534	42155	inLine	WESTERN	F	HOME_OFFICE_MOBILE	37	VODAFONE	SAMSUNG	4798080	8000
BABEL_OP1_204_42155_20130122_030534_outLine.sph	42155	20130122	030534	42155	outLine	WESTERN	F	HOME_OFFICE_MOBILE	37	AIRCEL	NOKIA	4800320	8000
BABEL_OP1_204_43239_20130216_055950_outLine.sph	43239	20130216	055950	43239	outLine	SOUTHERN	M	HOME_OFFICE_MOBILE	22	AIRCEL	NOKIA	4768960	8000
BABEL_OP1_204_43239_20130216_055950_inLine.sph	43239	20130216	055950	43239	inLine	SOUTHERN	M	HOME_OFFICE_MOBILE	21	VODAFONE	SAMSUNG	4768320	8000
BABEL_OP1_204_44029_20130824_003907_inLine.sph	44029	20130824	003907	44029	inLine	MADURAI	F	VEHICLE	19	VODAFONE	UNKNOWN	4798880	8000
BABEL_OP1_204_44029_20130824_003907_outLine.sph	44029	20130824	003907	44029	outLine	MADURAI	F	HOME_OFFICE_MOBILE	21	UNKNOWN	UNKNOWN	4801600	8000
BABEL_OP1_204_44619_20130104_192431_inLine.sph	44619	20130104	192431	44619	inLine	NORTHERN	M	PUBLIC_PLACE	35	VODAFONE	SAMSUNG	4797600	8000
BABEL_OP1_204_44619_20130104_192431_outLine.sph	44619	20130104	192431	44619	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	24	AIRTEL	NOKIA	4800000	8000
BABEL_OP1_204_44961_20130106_015828_inLine.sph	44961	20130106	015828	44961	inLine	NORTHERN	F	HOME_OFFICE_MOBILE	46	VODAFONE	SAMSUNG	4794880	8000
BABEL_OP1_204_44961_20130106_015828_outLine.sph	44961	20130106	015828	44961	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	35	AIRTEL	NOKIA	4801280	8000
BABEL_OP1_204_46535_20130818_001009_outLine.sph	46535	20130818	001009	46535	outLine	MADURAI	M	STREET	20	AIRTEL	NOKIA	4800480	8000
BABEL_OP1_204_46535_20130818_001009_inLine.sph	46535	20130818	001009	46535	inLine	MADURAI	M	CAR_KIT	31	VODAFONE	SAMSUNG	4799360	8000
BABEL_OP1_204_47451_20130210_010011_inLine.sph	47451	20130210	010011	47451	inLine	CENTRAL	M	HOME_OFFICE_MOBILE	36	VODAFONE	SAMSUNG	4799520	8000
BABEL_OP1_204_47451_20130210_010011_outLine.sph	47451	20130210	010011	47451	outLine	CENTRAL	M	HOME_OFFICE_MOBILE	37	AIRTEL	SAMSUNG	4801920	8000
BABEL_OP1_204_48024_20130829_223102_outLine.sph	48024	20130829	223102	48024	outLine	NORTHERN	F	PUBLIC_PLACE	47	AIRCEL	NOKIA	4800800	8000
BABEL_OP1_204_48024_20130829_223102_inLine.sph	48024	20130829	223102	48024	inLine	NORTHERN	F	VEHICLE	31	VODAFONE	SAMSUNG	4800160	8000
BABEL_OP1_204_50565_20121224_203735_inLine.sph	50565	20121224	203735	50565	inLine	CENTRAL	M	PUBLIC_PLACE	32	VODAFONE	SAMSUNG	4799840	8000
BABEL_OP1_204_50565_20121224_203735_outLine.sph	50565	20121224	203735	50565	outLine	CENTRAL	F	HOME_OFFICE_MOBILE	38	AIRCEL	NOKIA	4796480	8000
BABEL_OP1_204_51701_20130312_022556_inLine.sph	51701	20130312	022556	51701	inLine	CENTRAL	M	PUBLIC_PLACE	32	AIRTEL	SAMSUNG	4799520	8000
BABEL_OP1_204_51701_20130312_022556_outLine.sph	51701	20130312	022556	51701	outLine	CENTRAL	F	PUBLIC_PLACE	32	VODAFONE	NOKIA	4802080	8000
BABEL_OP1_204_54160_20121231_225532_outLine.sph	54160	20121231	225532	54160	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	23	AIRTEL	NOKIA	4801440	8000
BABEL_OP1_204_54160_20121231_225532_inLine.sph	54160	20121231	225532	54160	inLine	CENTRAL	F	HOME_OFFICE_MOBILE	37	VODAFONE	SAMSUNG	4797280	8000
BABEL_OP1_204_55136_20130705_164312_outLine.sph	55136	20130705	164312	55136	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	31	AIRCEL	MICROMAX	4801120	8000
BABEL_OP1_204_55136_20130705_164312_inLine.sph	55136	20130705	164312	55136	inLine	SOUTHERN	F	HOME_OFFICE_LANDLINE	31	RELIANCE	RELIANCE	4800160	8000
BABEL_OP1_204_57935_20130126_234131_outLine.sph	57935	20130126	234131	57935	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	30	VODAFONE	NOKIA	4795840	8000
BABEL_OP1_204_57935_20130126_234131_inLine.sph	57935	20130126	234131	57935	inLine	NORTHERN	M	VEHICLE	31	AIRTEL	SAMSUNG	4798880	8000
BABEL_OP1_204_58047_20130222_222259_outLine.sph	58047	20130222	222259	58047	outLine	NORTHERN	M	PUBLIC_PLACE	23	TATA_DOCOMO	NOKIA	4801440	8000
BABEL_OP1_204_58047_20130222_222259_inLine.sph	58047	20130222	222259	58047	inLine	WESTERN	M	PUBLIC_PLACE	23	VODAFONE	NOKIA	4798720	8000
BABEL_OP1_204_59747_20121222_160946_inLine.sph	59747	20121222	160946	59747	inLine	CENTRAL	M	PUBLIC_PLACE	19	UNKNOWN	UNKNOWN	4800000	8000
BABEL_OP1_204_59747_20121222_160946_outLine.sph	59747	20121222	160946	59747	outLine	CENTRAL	M	HOME_OFFICE_MOBILE	19	UNKNOWN	UNKNOWN	4802560	8000
BABEL_OP1_204_61440_20130627_182754_inLine.sph	61440	20130627	182754	61440	inLine	SOUTHERN	M	MICROPHONE	20	VODAFONE	NOKIA	29204352	48000
BABEL_OP1_204_61440_20130627_182754_outLine.sph	61440	20130627	182754	61440	outLine	CENTRAL	M	HOME_OFFICE_MOBILE	23	AIRTEL	MICROMAX	4799040	8000
BABEL_OP1_204_62545_20130703_202255_inLine.sph	62545	20130703	202255	62545	inLine	MADURAI	F	CAR_KIT	32	VODAFONE	SAMSUNG	4796800	8000
BABEL_OP1_204_62545_20130703_202255_outLine.sph	62545	20130703	202255	62545	outLine	NORTHERN	F	HOME_OFFICE_LANDLINE	36	RELIANCE	RELIANCE	4801920	8000
BABEL_OP1_204_63484_20130821_005511_outLine.sph	63484	20130821	005511	63484	outLine	MADURAI	F	STREET	49	AIRTEL	SAMSUNG	4804000	8000
BABEL_OP1_204_63484_20130821_005511_inLine.sph	63484	20130821	005511	63484	inLine	SOUTHERN	F	STREET	56	VODAFONE	NOKIA	4799040	8000
BABEL_OP1_204_64350_20130102_195330_inLine.sph	64350	20130102	195330	64350	inLine	NORTHERN	M	STREET	63	AIRTEL	APPLE	4797440	8000
BABEL_OP1_204_64350_20130102_195330_outLine.sph	64350	20130102	195330	64350	outLine	NORTHERN	M	STREET	47	RELIANCE	G-5	4800480	8000
BABEL_OP1_204_64902_20130215_191500_outLine.sph	64902	20130215	191500	64902	outLine	NORTHERN	M	HOME_OFFICE_MOBILE	26	AIRTEL	NOKIA	4801120	8000
BABEL_OP1_204_64902_20130215_191500_inLine.sph	64902	20130215	191500	64902	inLine	WESTERN	F	HOME_OFFICE_MOBILE	21	VODAFONE	SAMSUNG	4799840	8000
BABEL_OP1_204_68244_20130129_184054_inLine.sph	68244	20130129	184054	68244	inLine	SOUTHERN	M	CAR_KIT	40	AIRTEL	SAMSUNG	4788320	8000
BABEL_OP1_204_70639_20130704_165905_inLine.sph	70639	20130704	165905	70639	inLine	SOUTHERN	F	HOME_OFFICE_LANDLINE	31	RELIANCE	RELIANCE	4800000	8000
BABEL_OP1_204_70639_20130704_165905_outLine.sph	70639	20130704	165905	70639	outLine	SOUTHERN	F	HOME_OFFICE_MOBILE	31	VODAFONE	NOKIA	4800320	8000
BABEL_OP1_204_71121_20130522_213640_inLine.sph	71121	20130522	213640	71121	inLine	MADURAI	M	HOME_OFFICE_MOBILE	24	VODAFONE	SAMSUNG	4797600	8000
BABEL_OP1_204_71121_20130522_213640_outLine.sph	71121	20130522	213640	71121	outLine	MADURAI	F	HOME_OFFICE_MOBILE	28	AIRTEL	NOKIA	4802400	8000
BABEL_OP1_204_73990_20130521_162632_outLine.sph	73990	20130521	162632	73990	outLine	WESTERN	M	PUBLIC_PLACE	21	VODAFONE	NOKIA	4801760	8000
BABEL_OP1_204_73990_20130521_162632_inLine.sph	73990	20130521	162632	73990	inLine	WESTERN	M	MICROPHONE	21	VODAFONE	SAMSUNG	28940160	48000
BABEL_OP1_204_78161_20130521_152635_outLine.sph	78161	20130521	152635	78161	outLine	NORTHERN	M	VEHICLE	22	AIRTEL	NOKIA	4801280	8000
BABEL_OP1_204_78161_20130521_152635_inLine.sph	78161	20130521	152635	78161	inLine	MADURAI	F	MICROPHONE	21	VODAFONE	SAMSUNG	28714880	48000
BABEL_OP1_204_83238_20130121_201216_outLine.sph	83238	20130121	201216	83238	outLine	WESTERN	M	STREET	38	AIRTEL	NOKIA	4801920	8000
BABEL_OP1_204_83238_20130121_201216_inLine.sph	83238	20130121	201216	83238	inLine	WESTERN	M	HOME_OFFICE_MOBILE	42	VODAFONE	NOKIA	4799200	8000
BABEL_OP1_204_84177_20130901_213641_outLine.sph	84177	20130901	213641	84177	outLine	MADURAI	F	HOME_OFFICE_MOBILE	36	UNKNOWN	UNKNOWN	4801120	8000
BABEL_OP1_204_84177_20130901_213641_inLine.sph	84177	20130901	213641	84177	inLine	CENTRAL	F	VEHICLE	37	UNKNOWN	UNKNOWN	4792480	8000
BABEL_OP1_204_84815_20130209_040750_inLine.sph	84815	20130209	040750	84815	inLine	NORTHERN	M	HOME_OFFICE_MOBILE	24	VODAFONE	SAMSUNG	4796640	8000
BABEL_OP1_204_84815_20130209_040750_outLine.sph	84815	20130209	040750	84815	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	25	AIRTEL	NOKIA	4802880	8000
BABEL_OP1_204_86557_20130103_183044_inLine.sph	86557	20130103	183044	86557	inLine	MADURAI	M	HOME_OFFICE_MOBILE	27	VODAFONE	SAMSUNG	4800160	8000
BABEL_OP1_204_86557_20130103_183044_outLine.sph	86557	20130103	183044	86557	outLine	SOUTHERN	M	HOME_OFFICE_MOBILE	27	AIRTEL	MICROMAX	4802240	8000
BABEL_OP1_204_87074_20130107_181209_inLine.sph	87074	20130107	181209	87074	inLine	NORTHERN	M	PUBLIC_PLACE	23	VODAFONE	NOKIA	4800160	8000
BABEL_OP1_204_87074_20130107_181209_outLine.sph	87074	20130107	181209	87074	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	23	AIRTEL	NOKIA	4800480	8000
BABEL_OP1_204_87298_20130114_172850_inLine.sph	87298	20130114	172850	87298	inLine	CENTRAL	M	STREET	38	VODAFONE	SAMSUNG	4799360	8000
BABEL_OP1_204_87298_20130114_172850_outLine.sph	87298	20130114	172850	87298	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	24	AIRTEL	G-5	4801920	8000
BABEL_OP1_204_90937_20130516_224543_outLine.sph	90937	20130516	224543	90937	outLine	NORTHERN	M	STREET	30	AIRTEL	NOKIA	4800640	8000
BABEL_OP1_204_90937_20130516_224543_inLine.sph	90937	20130516	224543	90937	inLine	NORTHERN	F	MICROPHONE	30	VODAFONE	SAMSUNG	29165952	48000
BABEL_OP1_204_91808_20130603_193623_inLine.sph	91808	20130603	193623	91808	inLine	NORTHERN	F	MICROPHONE	18	VODAFONE	SAMSUNG	29155712	48000
BABEL_OP1_204_91808_20130603_193623_outLine.sph	91808	20130603	193623	91808	outLine	NORTHERN	M	HOME_OFFICE_MOBILE	20	VODAFONE	SONY	4801760	8000
BABEL_OP1_204_92509_20130107_011707_inLine.sph	92509	20130107	011707	92509	inLine	CENTRAL	F	HOME_OFFICE_MOBILE	44	VODAFONE	SAMSUNG	4799040	8000
BABEL_OP1_204_92509_20130107_011707_outLine.sph	92509	20130107	011707	92509	outLine	SOUTHERN	M	PUBLIC_PLACE	26	AIRCEL	NOKIA	4801600	8000
BABEL_OP1_204_94465_20130212_212918_inLine.sph	94465	20130212	212918	94465	inLine	WESTERN	M	HOME_OFFICE_MOBILE	45	VODAFONE	SAMSUNG	4799360	8000
BABEL_OP1_204_94465_20130212_212918_outLine.sph	94465	20130212	212918	94465	outLine	WESTERN	F	HOME_OFFICE_MOBILE	34	AIRCEL	NOKIA	4800960	8000
BABEL_OP1_204_94923_20130608_143347_inLine.sph	94923	20130608	143347	94923	inLine	SOUTHERN	F	HOME_OFFICE_LANDLINE	35	UNKNOWN	UNKNOWN	4650880	8000
BABEL_OP1_204_94923_20130608_143347_outLine.sph	94923	20130608	143347	94923	outLine	SOUTHERN	F	CAR_KIT	49	AIRCEL	NOKIA	4650400	8000
BABEL_OP1_204_96059_20130225_212517_outLine.sph	96059	20130225	212517	96059	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	23	TATA_DOCOMO	NOKIA	4800320	8000
BABEL_OP1_204_96059_20130225_212517_inLine.sph	96059	20130225	212517	96059	inLine	NORTHERN	F	HOME_OFFICE_MOBILE	21	VODAFONE	SAMSUNG	4793920	8000
BABEL_OP1_204_97286_20130520_145640_outLine.sph	97286	20130520	145640	97286	outLine	SOUTHERN	F	HOME_OFFICE_MOBILE	17	RELIANCE	RELIANCE	4800160	8000
BABEL_OP1_204_97286_20130520_145640_inLine.sph	97286	20130520	145640	97286	inLine	SOUTHERN	F	HOME_OFFICE_MOBILE	24	VODAFONE	SAMSUNG	4798880	8000
BABEL_OP1_204_10002_20130523_142107_inLine.sph	10002	20130523	142107	10002	inLine	CENTRAL	F	MICROPHONE	23	VODAFONE	SAMSUNG	29113728	48000
BABEL_OP1_204_10002_20130523_142107_outLine.sph	10002	20130523	142107	10002	outLine	CENTRAL	M	HOME_OFFICE_MOBILE	53	AIRTEL	NOKIA	4800160	8000
BABEL_OP1_204_10036_20130116_163652_outLine.sph	10036	20130116	163652	10036	outLine	NORTHERN	M	HOME_OFFICE_MOBILE	25	AIRCEL	NOKIA	4799360	8000
BABEL_OP1_204_10036_20130116_163652_inLine.sph	10036	20130116	163652	10036	inLine	MADURAI	M	STREET	46	VODAFONE	SAMSUNG	4796480	8000
BABEL_OP1_204_10411_20130313_042405_inLine.sph	10411	20130313	042405	10411	inLine	CENTRAL	M	PUBLIC_PLACE	33	VODAFONE	NOKIA	4799200	8000
BABEL_OP1_204_10411_20130313_042405_outLine.sph	10411	20130313	042405	10411	outLine	CENTRAL	M	PUBLIC_PLACE	33	AIRTEL	NOKIA	4801920	8000
BABEL_OP1_204_10469_20130708_201653_outLine.sph	10469	20130708	201653	10469	outLine	CENTRAL	F	HOME_OFFICE_MOBILE	31	AIRTEL	NOKIA	4802080	8000
BABEL_OP1_204_10469_20130708_201653_inLine.sph	10469	20130708	201653	10469	inLine	CENTRAL	F	CAR_KIT	32	VODAFONE	SAMSUNG	4800320	8000
BABEL_OP1_204_10647_20130225_175457_inLine.sph	10647	20130225	175457	10647	inLine	NORTHERN	M	VEHICLE	21	VODAFONE	NOKIA	3867040	8000
BABEL_OP1_204_10647_20130225_184106_inLine.sph	10647	20130225	184106	10647	inLine	NORTHERN	M	VEHICLE	21	VODAFONE	NOKIA	928000	8000
BABEL_OP1_204_10647_20130225_184106_outLine.sph	10647	20130225	184106	10647	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	28	AIRCEL	NOKIA	929440	8000
BABEL_OP1_204_10647_20130225_175457_outLine.sph	10647	20130225	175457	10647	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	28	AIRCEL	NOKIA	3868000	8000
BABEL_OP1_204_10901_20130120_220533_inLine.sph	10901	20130120	220533	10901	inLine	CENTRAL	M	STREET	46	VODAFONE	SAMSUNG	4794720	8000
BABEL_OP1_204_10901_20130120_220533_outLine.sph	10901	20130120	220533	10901	outLine	NORTHERN	M	HOME_OFFICE_MOBILE	25	AIRTEL	NOKIA	4799200	8000
BABEL_OP1_204_10938_20130118_213056_inLine.sph	10938	20130118	213056	10938	inLine	NORTHERN	F	HOME_OFFICE_MOBILE	48	VODAFONE	SAMSUNG	4800160	8000
BABEL_OP1_204_10938_20130118_213056_outLine.sph	10938	20130118	213056	10938	outLine	NORTHERN	F	HOME_OFFICE_MOBILE	20	AIRTEL	NOKIA	4801920	8000
BABEL_OP1_204_10966_20130114_210156_outLine.sph	10966	20130114	210156	10966	outLine	NORTHERN	M	HOME_OFFICE_MOBILE	29	AIRCEL	NOKIA	4800480	8000
BABEL_OP1_204_10966_20130114_210156_inLine.sph	10966	20130114	210156	10966	inLine	NORTHERN	M	STREET	35	AIRTEL	APPLE	4798080	8000
BABEL_OP1_204_11310_20130705_180254_outLine.sph	11310	20130705	180254	11310	outLine	SOUTHERN	F	HOME_OFFICE_MOBILE	31	AIRTEL	SAMSUNG	4801920	8000
BABEL_OP1_204_11310_20130705_180254_inLine.sph	11310	20130705	180254	11310	inLine	SOUTHERN	F	HOME_OFFICE_LANDLINE	31	RELIANCE	RELIANCE	4800320	8000
BABEL_OP1_204_11352_20130220_023807_outLine.sph	11352	20130220	023807	11352	outLine	SOUTHERN	M	HOME_OFFICE_MOBILE	28	AIRCEL	SAMSUNG	4798080	8000
BABEL_OP1_204_11352_20130220_023807_inLine.sph	11352	20130220	023807	11352	inLine	SOUTHERN	M	HOME_OFFICE_MOBILE	24	VODAFONE	SAMSUNG	4799680	8000
BABEL_OP1_204_11486_20130607_155406_inLine.sph	11486	20130607	155406	11486	inLine	SOUTHERN	F	CAR_KIT	31	AIRTEL	NOKIA	4797280	8000
BABEL_OP1_204_11486_20130607_155406_outLine.sph	11486	20130607	155406	11486	outLine	SOUTHERN	F	CAR_KIT	46	AIRCEL	SAMSUNG	4800640	8000
BABEL_OP1_204_11581_20130222_220101_outLine.sph	11581	20130222	220101	11581	outLine	NORTHERN	F	PUBLIC_PLACE	21	AIRTEL	LAVA	1273920	8000
BABEL_OP1_204_11581_20130222_215500_inLine.sph	11581	20130222	215500	11581	inLine	NORTHERN	F	PUBLIC_PLACE	20	VODAFONE	SAMSUNG	3533920	8000
BABEL_OP1_204_11581_20130222_215500_outLine.sph	11581	20130222	215500	11581	outLine	NORTHERN	F	PUBLIC_PLACE	21	AIRTEL	LAVA	3533920	8000
BABEL_OP1_204_11581_20130222_220101_inLine.sph	11581	20130222	220101	11581	inLine	NORTHERN	F	PUBLIC_PLACE	20	VODAFONE	SAMSUNG	1272160	8000
BABEL_OP1_204_11663_20130319_201815_outLine.sph	11663	20130319	201815	11663	outLine	SOUTHERN	F	HOME_OFFICE_MOBILE	47	AIRCEL	SAMSUNG	4801440	8000
BABEL_OP1_204_11663_20130319_201815_inLine.sph	11663	20130319	201815	11663	inLine	SOUTHERN	F	HOME_OFFICE_MOBILE	46	VODAFONE	NOKIA	4796800	8000
