outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel
BABEL_BP_104_11388_20120202_224148_outLine.sph	11388	20120202	224148	11388	outLine	NorthEast	F	HOME_OFFICE_MOBILE	21	Ufone	Nokia
BABEL_BP_104_11388_20120202_224148_inLine.sph	11388	20120202	224148	11388	inLine	NorthEast	F	HOME_OFFICE_MOBILE	20	Mobilink	Nokia
BABEL_BP_104_40866_20120119_030533_inLine.sph	40866	20120119	030533	40866	inLine	NorthEast	M	STREET	20	Ufone	Nokia
BABEL_BP_104_40866_20120119_030533_outLine.sph	40866	20120119	030533	40866	outLine	NorthEast	M	HOME_OFFICE_MOBILE	18	Warid	Nokia
BABEL_BP_104_82595_20120324_154901_outLine.sph	82595	20120324	154901	82595	outLine	SouthEast	M	PUBLIC_PLACE	51	Telenor	Nokia
BABEL_BP_104_57167_20111230_213737_outLine.sph	57167	20111230	213737	57167	outLine	NorthEast	M	STREET	20	UNKNOWN	UNKNOWN
BABEL_BP_104_91495_20120210_163107_inLine.sph	91495	20120210	163107	91495	inLine	NorthEast	F	HOME_OFFICE_MOBILE	30	Mobilink	Nokia
BABEL_BP_104_91495_20120210_163107_outLine.sph	91495	20120210	163107	91495	outLine	NorthEast	M	PUBLIC_PLACE	25	Zong	Nokia
BABEL_BP_104_88921_20120205_215225_outLine.sph	88921	20120205	215225	88921	outLine	NorthEast	M	PUBLIC_PLACE	21	Telenor	Nokia
BABEL_BP_104_88921_20120205_215225_inLine.sph	88921	20120205	215225	88921	inLine	NorthEast	M	HOME_OFFICE_MOBILE	26	Telenor	Nokia
BABEL_BP_104_78978_20120322_042345_inLine.sph	78978	20120322	042345	78978	inLine	SouthEast	M	CAR_KIT	39	Telenor	Nokia
BABEL_BP_104_78978_20120322_041159_inLine.sph	78978	20120322	041159	78978	inLine	SouthEast	M	CAR_KIT	39	Telenor	Nokia
BABEL_BP_104_12843_20120202_221656_inLine.sph	12843	20120202	221656	12843	inLine	NorthWest	F	HOME_OFFICE_MOBILE	21	Ufone	Nokia
BABEL_BP_104_12843_20120202_221656_outLine.sph	12843	20120202	221656	12843	outLine	NorthWest	M	HOME_OFFICE_MOBILE	28	Ufone	Nokia
BABEL_BP_104_57492_20120316_185552_inLine.sph	57492	20120316	185552	57492	inLine	NorthWest	F	HOME_OFFICE_MOBILE	22	MTN	Nokia
BABEL_BP_104_57492_20120316_185552_outLine.sph	57492	20120316	185552	57492	outLine	NorthWest	F	HOME_OFFICE_MOBILE	21	MTN	Nokia
BABEL_BP_104_85597_20120320_231227_inLine.sph	85597	20120320	231227	85597	inLine	NorthWest	F	HOME_OFFICE_MOBILE	26	MTN	Nokia
BABEL_BP_104_60806_20120213_161652_outLine.sph	60806	20120213	161652	60806	outLine	NorthEast	M	HOME_OFFICE_MOBILE	33	Telenor	Nokia
BABEL_BP_104_48259_20120217_200412_inLine.sph	48259	20120217	200412	48259	inLine	NorthWest	F	HOME_OFFICE_LANDLINE	20	PTCL	Panasonic
BABEL_BP_104_48259_20120217_200412_outLine.sph	48259	20120217	200412	48259	outLine	NorthEast	M	HOME_OFFICE_LANDLINE	35	PTCL	Panasonic
BABEL_BP_104_98503_20120402_230340_inLine.sph	98503	20120402	230340	98503	inLine	SouthEast	M	PUBLIC_PLACE	51	Telenor	Nokia
BABEL_BP_104_98503_20120403_025554_inLine.sph	98503	20120403	025554	98503	inLine	SouthEast	M	PUBLIC_PLACE	51	Telenor	Nokia
BABEL_BP_104_19494_20120219_214920_outLine.sph	19494	20120219	214920	19494	outLine	NorthEast	F	HOME_OFFICE_MOBILE	20	Warid	Nokia
BABEL_BP_104_19494_20120219_214920_inLine.sph	19494	20120219	214920	19494	inLine	NorthEast	F	HOME_OFFICE_MOBILE	40	Ufone	Nokia
BABEL_BP_104_70762_20120213_175054_outLine.sph	70762	20120213	175054	70762	outLine	NorthEast	M	HOME_OFFICE_MOBILE	36	Telenor	Nokia
BABEL_BP_104_26475_20120309_222554_inLine.sph	26475	20120309	222554	26475	inLine	NorthWest	M	HOME_OFFICE_LANDLINE	26	PTCL	Panasonic
BABEL_BP_104_36413_20120310_185758_outLine.sph	36413	20120310	185758	36413	outLine	NorthWest	F	HOME_OFFICE_MOBILE	34	Ufone	Nokia
BABEL_BP_104_36413_20120310_185758_inLine.sph	36413	20120310	185758	36413	inLine	NorthWest	F	HOME_OFFICE_MOBILE	30	Ufone	Nokia
BABEL_BP_104_36487_20120209_211827_inLine.sph	36487	20120209	211827	36487	inLine	NorthWest	M	HOME_OFFICE_MOBILE	22	Mobilink	Nokia
BABEL_BP_104_36487_20120209_211827_outLine.sph	36487	20120209	211827	36487	outLine	NorthWest	M	HOME_OFFICE_MOBILE	30	Mobilink	Nokia
BABEL_BP_104_40136_20120222_030818_inLine.sph	40136	20120222	030818	40136	inLine	NorthWest	F	HOME_OFFICE_MOBILE	32	Ufone	Nokia
BABEL_BP_104_40136_20120222_030823_outLine.sph	40136	20120222	030823	40136	outLine	NorthEast	M	HOME_OFFICE_MOBILE	40	Areeba	Nokia
BABEL_BP_104_34164_20120221_141502_inLine.sph	34164	20120221	141502	34164	inLine	NorthEast	F	HOME_OFFICE_MOBILE	25	Warid	Nokia
BABEL_BP_104_34164_20120221_141502_outLine.sph	34164	20120221	141502	34164	outLine	NorthEast	F	HOME_OFFICE_MOBILE	19	Ufone	Nokia
BABEL_BP_104_88070_20120318_164350_outLine.sph	88070	20120318	164350	88070	outLine	NorthWest	M	PUBLIC_PLACE	35	Telenor	Nokia
BABEL_BP_104_79191_20120125_210322_outLine.sph	79191	20120125	210322	79191	outLine	NorthEast	M	HOME_OFFICE_MOBILE	20	Mobilink	Nokia
BABEL_BP_104_79191_20120125_210322_inLine.sph	79191	20120125	210322	79191	inLine	NorthEast	M	PUBLIC_PLACE	19	Zong	Nokia
BABEL_BP_104_63397_20120217_194928_inLine.sph	63397	20120217	194928	63397	inLine	NorthWest	F	HOME_OFFICE_MOBILE	28	Ufone	Nokia
BABEL_BP_104_63397_20120217_194928_outLine.sph	63397	20120217	194928	63397	outLine	NorthWest	F	HOME_OFFICE_MOBILE	22	Ufone	Nokia
BABEL_BP_104_40889_20120227_180714_outLine.sph	40889	20120227	180714	40889	outLine	NorthEast	F	HOME_OFFICE_MOBILE	20	UNKNOWN	UNKNOWN
BABEL_BP_104_40889_20120227_180714_inLine.sph	40889	20120227	180714	40889	inLine	NorthEast	F	HOME_OFFICE_MOBILE	18	UNKNOWN	UNKNOWN
BABEL_BP_104_51519_20120220_052247_inLine.sph	51519	20120220	052247	51519	inLine	NorthEast	M	STREET	35	Telenor	Nokia
BABEL_BP_104_51519_20120220_052247_outLine.sph	51519	20120220	052247	51519	outLine	NorthEast	M	HOME_OFFICE_MOBILE	30	Ufone	Nokia
BABEL_BP_104_16074_20120129_041107_inLine.sph	16074	20120129	041107	16074	inLine	NorthWest	F	HOME_OFFICE_MOBILE	20	Telenor	Nokia
BABEL_BP_104_16074_20120129_041107_outLine.sph	16074	20120129	041107	16074	outLine	NorthWest	M	HOME_OFFICE_MOBILE	25	Ufone	Nokia
BABEL_BP_104_57116_20120110_180036_inLine.sph	57116	20120110	180036	57116	inLine	NorthEast	M	STREET	26	Telenor	Nokia
BABEL_BP_104_72910_20120310_185203_outLine.sph	72910	20120310	185203	72910	outLine	NorthWest	F	HOME_OFFICE_MOBILE	33	Ufone	Nokia
BABEL_BP_104_82964_20120218_181351_outLine.sph	82964	20120218	181351	82964	outLine	NorthWest	M	HOME_OFFICE_MOBILE	40	Mobilink	Nokia
BABEL_BP_104_35646_20120202_222418_inLine.sph	35646	20120202	222418	35646	inLine	NorthEast	F	HOME_OFFICE_MOBILE	21	Warid	Nokia
BABEL_BP_104_35646_20120202_222418_outLine.sph	35646	20120202	222418	35646	outLine	NorthEast	F	HOME_OFFICE_MOBILE	23	Ufone	Nokia
BABEL_BP_104_54909_20120130_194003_outLine.sph	54909	20120130	194003	54909	outLine	NorthEast	F	HOME_OFFICE_MOBILE	35	Ufone	Nokia
BABEL_BP_104_54909_20120130_194003_inLine.sph	54909	20120130	194003	54909	inLine	NorthEast	F	HOME_OFFICE_MOBILE	20	Telenor	Nokia
BABEL_BP_104_58149_20120218_161613_outLine.sph	58149	20120218	161613	58149	outLine	NorthEast	M	HOME_OFFICE_MOBILE	42	MTN	Nokia
BABEL_BP_104_55213_20120331_185824_outLine.sph	55213	20120331	185824	55213	outLine	SouthEast	M	PUBLIC_PLACE	60	Telenor	Nokia
BABEL_BP_104_20114_20120324_213414_inLine.sph	20114	20120324	213414	20114	inLine	SouthEast	M	PUBLIC_PLACE	48	Telenor	Nokia
BABEL_BP_104_38685_20120205_205815_outLine.sph	38685	20120205	205815	38685	outLine	NorthEast	M	STREET	18	Telenor	Nokia
BABEL_BP_104_38685_20120205_205815_inLine.sph	38685	20120205	205815	38685	inLine	NorthEast	M	HOME_OFFICE_MOBILE	34	Telenor	Nokia
BABEL_BP_104_95904_20120218_183758_inLine.sph	95904	20120218	183758	95904	inLine	NorthWest	F	HOME_OFFICE_MOBILE	22	Ufone	Nokia
BABEL_BP_104_95904_20120218_183758_outLine.sph	95904	20120218	183758	95904	outLine	NorthWest	F	HOME_OFFICE_MOBILE	26	Ufone	Nokia
BABEL_BP_104_71786_20120219_212052_outLine.sph	71786	20120219	212052	71786	outLine	NorthEast	M	HOME_OFFICE_MOBILE	19	Ufone	Nokia
BABEL_BP_104_77711_20120229_163050_outLine.sph	77711	20120229	163050	77711	outLine	NorthEast	F	CAR_KIT	25	Warid	Nokia
BABEL_BP_104_77711_20120229_164115_outLine.sph	77711	20120229	164115	77711	outLine	NorthEast	F	CAR_KIT	25	Warid	Nokia
BABEL_BP_104_77711_20120229_163050_inLine.sph	77711	20120229	163050	77711	inLine	NorthEast	F	HOME_OFFICE_MOBILE	24	Ufone	Nokia
BABEL_BP_104_77711_20120229_164115_inLine.sph	77711	20120229	164115	77711	inLine	NorthEast	F	HOME_OFFICE_MOBILE	24	Ufone	Nokia
BABEL_BP_104_55544_20120108_200418_outLine.sph	55544	20120108	200418	55544	outLine	NorthEast	M	STREET	30	Telenor	Nokia
BABEL_BP_104_55544_20120108_200418_inLine.sph	55544	20120108	200418	55544	inLine	NorthEast	M	STREET	25	Telenor	Nokia
BABEL_BP_104_11626_20120316_193802_inLine.sph	11626	20120316	193802	11626	inLine	NorthWest	F	HOME_OFFICE_MOBILE	20	MTN	Nokia
BABEL_BP_104_11626_20120316_193802_outLine.sph	11626	20120316	193802	11626	outLine	NorthWest	F	HOME_OFFICE_MOBILE	26	MTN	Nokia
BABEL_BP_104_30197_20120213_160025_inLine.sph	30197	20120213	160025	30197	inLine	NorthEast	M	HOME_OFFICE_MOBILE	30	Telenor	Nokia
BABEL_BP_104_30197_20120213_160025_outLine.sph	30197	20120213	160025	30197	outLine	NorthEast	M	HOME_OFFICE_MOBILE	36	Telenor	Nokia
BABEL_BP_104_58939_20120212_184855_inLine.sph	58939	20120212	184855	58939	inLine	NorthWest	M	HOME_OFFICE_MOBILE	21	Telenor	Nokia
BABEL_BP_104_58939_20120212_184855_outLine.sph	58939	20120212	184855	58939	outLine	NorthWest	M	HOME_OFFICE_MOBILE	19	Telenor	Nokia
BABEL_BP_104_52954_20120313_170902_outLine.sph	52954	20120313	170902	52954	outLine	SouthEast	M	VEHICLE	32	Telenor	Nokia
BABEL_BP_104_52954_20120313_170902_inLine.sph	52954	20120313	170902	52954	inLine	SouthEast	M	CAR_KIT	31	Telenor	Nokia
BABEL_BP_104_33846_20120123_194027_inLine.sph	33846	20120123	194027	33846	inLine	NorthWest	M	HOME_OFFICE_MOBILE	21	Mobilink	Nokia
BABEL_BP_104_30847_20120128_050033_inLine.sph	30847	20120128	050033	30847	inLine	NorthWest	F	HOME_OFFICE_MOBILE	23	Ufone	Nokia
BABEL_BP_104_30847_20120128_045058_inLine.sph	30847	20120128	045058	30847	inLine	NorthWest	F	HOME_OFFICE_MOBILE	23	Ufone	Nokia
BABEL_BP_104_21968_20120131_180237_outLine.sph	21968	20120131	180237	21968	outLine	NorthEast	F	HOME_OFFICE_MOBILE	22	Ufone	Nokia
BABEL_BP_104_21968_20120131_180237_inLine.sph	21968	20120131	180237	21968	inLine	NorthEast	F	HOME_OFFICE_MOBILE	21	Telenor	Nokia
BABEL_BP_104_94683_20120126_024342_inLine.sph	94683	20120126	024342	94683	inLine	NorthEast	M	HOME_OFFICE_MOBILE	48	Mobilink	Nokia
BABEL_BP_104_24585_20120117_225722_outLine.sph	24585	20120117	225722	24585	outLine	NorthWest	M	HOME_OFFICE_MOBILE	22	Ufone	Nokia
BABEL_BP_104_24585_20120117_225722_inLine.sph	24585	20120117	225722	24585	inLine	NorthWest	M	HOME_OFFICE_MOBILE	22	Ufone	Nokia
BABEL_BP_104_79156_20120126_191440_outLine.sph	79156	20120126	191440	79156	outLine	NorthEast	M	STREET	25	Telenor	Nokia
BABEL_BP_104_28289_20120310_202856_inLine.sph	28289	20120310	202856	28289	inLine	NorthWest	F	HOME_OFFICE_MOBILE	34	Ufone	Nokia
BABEL_BP_104_28289_20120310_202856_outLine.sph	28289	20120310	202856	28289	outLine	NorthWest	F	HOME_OFFICE_MOBILE	30	Ufone	Nokia
BABEL_BP_104_15415_20120219_181352_inLine.sph	15415	20120219	181352	15415	inLine	NorthEast	M	HOME_OFFICE_MOBILE	33	Telenor	Nokia
BABEL_BP_104_16416_20120317_205531_inLine.sph	16416	20120317	205531	16416	inLine	SouthWest	M	VEHICLE	51	MTN	Nokia
BABEL_BP_104_16416_20120317_205531_outLine.sph	16416	20120317	205531	16416	outLine	SouthWest	M	PUBLIC_PLACE	27	MTN	Nokia
BABEL_BP_104_16416_20120317_211129_outLine.sph	16416	20120317	211129	16416	outLine	SouthWest	M	PUBLIC_PLACE	27	MTN	Nokia
BABEL_BP_104_16416_20120317_211129_inLine.sph	16416	20120317	211129	16416	inLine	SouthWest	M	VEHICLE	51	MTN	Nokia
BABEL_BP_104_35983_20120324_152856_outLine.sph	35983	20120324	152856	35983	outLine	SouthEast	M	PUBLIC_PLACE	51	Telenor	Nokia
BABEL_BP_104_92793_20120118_235358_inLine.sph	92793	20120118	235358	92793	inLine	NorthEast	M	HOME_OFFICE_MOBILE	18	Telenor	Nokia
BABEL_BP_104_38563_20120127_181357_outLine.sph	38563	20120127	181357	38563	outLine	NorthWest	M	HOME_OFFICE_MOBILE	20	Mobilink	Nokia
BABEL_BP_104_67423_20120205_220658_outLine.sph	67423	20120205	220658	67423	outLine	NorthEast	F	HOME_OFFICE_MOBILE	23	Mobilink	Nokia
BABEL_BP_104_19759_20111223_184346_outLine.sph	19759	20111223	184346	19759	outLine	NorthWest	M	HOME_OFFICE_MOBILE	25	Ufone	Nokia
BABEL_BP_104_83941_20120119_030904_inLine.sph	83941	20120119	030904	83941	inLine	NorthEast	F	HOME_OFFICE_MOBILE	30	Telenor	Nokia
BABEL_BP_104_83941_20120119_030904_outLine.sph	83941	20120119	030904	83941	outLine	NorthEast	F	HOME_OFFICE_MOBILE	40	Telenor	Nokia
BABEL_BP_104_17930_20120321_161410_outLine.sph	17930	20120321	161410	17930	outLine	SouthEast	M	CAR_KIT	41	Telenor	Nokia
BABEL_BP_104_50030_20120404_005406_inLine.sph	50030	20120404	005406	50030	inLine	SouthEast	M	CAR_KIT	66	Telenor	Nokia
BABEL_BP_104_94951_20120110_231948_outLine.sph	94951	20120110	231948	94951	outLine	NorthEast	M	HOME_OFFICE_MOBILE	37	Telenor	Nokia
BABEL_BP_104_94951_20120110_231948_inLine.sph	94951	20120110	231948	94951	inLine	NorthEast	M	STREET	28	Telenor	Nokia
BABEL_BP_104_79120_20120127_021912_outLine.sph	79120	20120127	021912	79120	outLine	NorthEast	M	CAR_KIT	22	Mobilink	Nokia
BABEL_BP_104_79120_20120127_030132_outLine.sph	79120	20120127	030132	79120	outLine	NorthEast	M	CAR_KIT	22	Mobilink	Nokia
BABEL_BP_104_79120_20120127_030132_inLine.sph	79120	20120127	030132	79120	inLine	NorthEast	M	PUBLIC_PLACE	29	Telenor	Nokia
BABEL_BP_104_79120_20120127_021912_inLine.sph	79120	20120127	021912	79120	inLine	NorthEast	M	PUBLIC_PLACE	29	Telenor	Nokia
BABEL_BP_104_53346_20120205_222257_inLine.sph	53346	20120205	222257	53346	inLine	NorthEast	M	STREET	28	Warid	Nokia
BABEL_BP_104_47015_20120222_053105_inLine.sph	47015	20120222	053105	47015	inLine	NorthWest	F	HOME_OFFICE_MOBILE	36	Telenor	Nokia
BABEL_BP_104_47015_20120222_053105_outLine.sph	47015	20120222	053105	47015	outLine	NorthWest	M	HOME_OFFICE_MOBILE	30	Areeba	Nokia
BABEL_BP_104_34833_20120215_025837_outLine.sph	34833	20120215	025837	34833	outLine	NorthWest	M	HOME_OFFICE_MOBILE	30	Telenor	Nokia
BABEL_BP_104_34833_20120215_025837_inLine.sph	34833	20120215	025837	34833	inLine	NorthWest	M	HOME_OFFICE_MOBILE	32	Telenor	Nokia
BABEL_BP_104_82838_20120313_154639_inLine.sph	82838	20120313	154639	82838	inLine	SouthEast	M	PUBLIC_PLACE	34	Telenor	Nokia
BABEL_BP_104_82838_20120313_154639_outLine.sph	82838	20120313	154639	82838	outLine	SouthEast	M	CAR_KIT	31	Telenor	Nokia
BABEL_BP_104_82838_20120313_152742_outLine.sph	82838	20120313	152742	82838	outLine	SouthEast	M	CAR_KIT	31	Telenor	Nokia
BABEL_BP_104_82838_20120313_152742_inLine.sph	82838	20120313	152742	82838	inLine	SouthEast	M	PUBLIC_PLACE	34	Telenor	Nokia
BABEL_BP_104_89053_20120129_232038_inLine.sph	89053	20120129	232038	89053	inLine	NorthWest	M	HOME_OFFICE_MOBILE	21	Telenor	Nokia
BABEL_BP_104_89053_20120129_232038_outLine.sph	89053	20120129	232038	89053	outLine	NorthWest	M	HOME_OFFICE_MOBILE	22	Telenor	Nokia
BABEL_BP_104_21928_20120204_212612_outLine.sph	21928	20120204	212612	21928	outLine	NorthWest	M	HOME_OFFICE_MOBILE	30	Areeba	Nokia
BABEL_BP_104_21928_20120204_212612_inLine.sph	21928	20120204	212612	21928	inLine	NorthWest	M	HOME_OFFICE_MOBILE	28	Areeba	Nokia
BABEL_BP_104_86537_20120128_023523_inLine.sph	86537	20120128	023523	86537	inLine	NorthWest	F	PUBLIC_PLACE	38	Telenor	Nokia
BABEL_BP_104_86537_20120128_022125_inLine.sph	86537	20120128	022125	86537	inLine	NorthWest	F	PUBLIC_PLACE	38	Telenor	Nokia
BABEL_BP_104_57672_20120204_030206_outLine.sph	57672	20120204	030206	57672	outLine	NorthEast	M	HOME_OFFICE_MOBILE	22	Telenor	Nokia
BABEL_BP_104_16339_20120131_184255_inLine.sph	16339	20120131	184255	16339	inLine	NorthEast	M	HOME_OFFICE_MOBILE	28	Mobilink	Nokia
BABEL_BP_104_42145_20120127_042217_outLine.sph	42145	20120127	042217	42145	outLine	NorthEast	M	HOME_OFFICE_MOBILE	30	Telenor	Nokia
BABEL_BP_104_42145_20120127_042217_inLine.sph	42145	20120127	042217	42145	inLine	NorthEast	M	HOME_OFFICE_MOBILE	23	Telenor	Nokia
BABEL_BP_104_68111_20120321_185146_outLine.sph	68111	20120321	185146	68111	outLine	NorthWest	M	PUBLIC_PLACE	42	MTN	Nokia
BABEL_BP_104_58089_20120111_210636_inLine.sph	58089	20120111	210636	58089	inLine	NorthEast	F	HOME_OFFICE_MOBILE	19	Mobilink	Nokia
BABEL_BP_104_58089_20120111_210636_outLine.sph	58089	20120111	210636	58089	outLine	NorthEast	F	HOME_OFFICE_MOBILE	20	Mobilink	Nokia
BABEL_BP_104_96811_20120217_021933_outLine.sph	96811	20120217	021933	96811	outLine	SouthEast	F	HOME_OFFICE_MOBILE	23	Ufone	Nokia
BABEL_BP_104_96811_20120217_021933_inLine.sph	96811	20120217	021933	96811	inLine	SouthEast	F	HOME_OFFICE_MOBILE	27	Telenor	Nokia
BABEL_BP_104_67655_20120218_035728_outLine.sph	67655	20120218	035728	67655	outLine	NorthWest	M	HOME_OFFICE_MOBILE	35	Etesalat	Nokia
BABEL_BP_104_77693_20111228_014255_outLine.sph	77693	20111228	014255	77693	outLine	SouthEast	M	STREET	26	Telenor	Nokia
BABEL_BP_104_40701_20120209_031301_outLine.sph	40701	20120209	031301	40701	outLine	NorthEast	F	HOME_OFFICE_MOBILE	26	Ufone	Nokia
BABEL_BP_104_40701_20120209_031300_inLine.sph	40701	20120209	031300	40701	inLine	NorthEast	F	HOME_OFFICE_MOBILE	19	Warid	Nokia
BABEL_BP_104_14927_20111224_041309_outLine.sph	14927	20111224	041309	14927	outLine	NorthEast	F	HOME_OFFICE_MOBILE	32	Ufone	Nokia
BABEL_BP_104_14927_20111224_041309_inLine.sph	14927	20111224	041309	14927	inLine	NorthWest	F	HOME_OFFICE_MOBILE	30	Ufone	Nokia
BABEL_BP_104_02362_20120229_213454_inLine.sph	02362	20120229	213454	02362	inLine	NorthWest	M	STREET	20	MTN	Nokia
BABEL_BP_104_62816_20120312_153937_outLine.sph	62816	20120312	153937	62816	outLine	NorthWest	M	STREET	33	Telenor	Nokia
BABEL_BP_104_79030_20120222_170416_inLine.sph	79030	20120222	170416	79030	inLine	NorthWest	F	HOME_OFFICE_MOBILE	33	Telenor	Nokia
BABEL_BP_104_79030_20120222_211653_inLine.sph	79030	20120222	211653	79030	inLine	NorthWest	F	HOME_OFFICE_MOBILE	33	Telenor	Nokia
BABEL_BP_104_79030_20120222_170416_outLine.sph	79030	20120222	170416	79030	outLine	NorthWest	M	HOME_OFFICE_MOBILE	40	Telenor	Nokia
BABEL_BP_104_79030_20120222_211653_outLine.sph	79030	20120222	211653	79030	outLine	NorthWest	M	HOME_OFFICE_MOBILE	40	Telenor	Nokia
BABEL_BP_104_16290_20120220_200234_outLine.sph	16290	20120220	200234	16290	outLine	NorthWest	F	HOME_OFFICE_MOBILE	25	Ufone	Nokia
BABEL_BP_104_16290_20120220_200234_inLine.sph	16290	20120220	200234	16290	inLine	NorthWest	F	HOME_OFFICE_MOBILE	24	Ufone	Nokia
BABEL_BP_104_63603_20120128_213000_outLine.sph	63603	20120128	213000	63603	outLine	NorthEast	F	HOME_OFFICE_MOBILE	20	Ufone	Nokia
BABEL_BP_104_15630_20120402_033748_inLine.sph	15630	20120402	033748	15630	inLine	SouthEast	M	PUBLIC_PLACE	53	Telenor	Nokia
BABEL_BP_104_83112_20120204_161112_inLine.sph	83112	20120204	161112	83112	inLine	NorthEast	M	VEHICLE	32	Telenor	Nokia
BABEL_BP_104_83112_20120204_161112_outLine.sph	83112	20120204	161112	83112	outLine	NorthEast	F	HOME_OFFICE_MOBILE	25	Telenor	Nokia
BABEL_BP_104_18616_20120126_040622_outLine.sph	18616	20120126	040622	18616	outLine	NorthWest	M	HOME_OFFICE_MOBILE	22	Mobilink	Nokia
BABEL_BP_104_18616_20120126_040622_inLine.sph	18616	20120126	040622	18616	inLine	NorthWest	M	HOME_OFFICE_MOBILE	23	Mobilink	Nokia
BABEL_BP_104_38479_20120213_011154_inLine.sph	38479	20120213	011154	38479	inLine	NorthEast	M	STREET	18	Telenor	Nokia
BABEL_BP_104_38479_20120213_011154_outLine.sph	38479	20120213	011154	38479	outLine	NorthEast	M	STREET	25	Telenor	Nokia
BABEL_BP_104_80559_20120319_152020_outLine.sph	80559	20120319	152020	80559	outLine	SouthEast	M	STREET	38	Mobilink	Nokia
BABEL_BP_104_03770_20120109_014606_inLine.sph	03770	20120109	014606	03770	inLine	NorthEast	M	HOME_OFFICE_MOBILE	29	Telenor	Nokia
BABEL_BP_104_03770_20120109_014606_outLine.sph	03770	20120109	014606	03770	outLine	NorthEast	M	HOME_OFFICE_MOBILE	25	Telenor	Nokia
BABEL_BP_104_98993_20120516_040504_outLine.sph	98993	20120516	040504	98993	outLine	NorthEast	F	HOME_OFFICE_MOBILE	33	Telenor	Nokia
BABEL_BP_104_98993_20120516_040504_inLine.sph	98993	20120516	040504	98993	inLine	NorthEast	F	HOME_OFFICE_MOBILE	32	Telenor	Nokia
BABEL_BP_104_80134_20120313_215613_outLine.sph	80134	20120313	215613	80134	outLine	SouthEast	M	PUBLIC_PLACE	31	Ufone	Nokia
BABEL_BP_104_80134_20120313_215613_inLine.sph	80134	20120313	215613	80134	inLine	SouthEast	M	VEHICLE	33	Telenor	Nokia
BABEL_BP_104_19324_20120310_192849_outLine.sph	19324	20120310	192849	19324	outLine	NorthWest	F	HOME_OFFICE_MOBILE	30	Ufone	Nokia
BABEL_BP_104_19324_20120310_192849_inLine.sph	19324	20120310	192849	19324	inLine	NorthWest	F	HOME_OFFICE_MOBILE	31	Ufone	Nokia
BABEL_BP_104_20016_20120206_215156_outLine.sph	20016	20120206	215156	20016	outLine	NorthEast	F	HOME_OFFICE_MOBILE	25	Mobilink	Nokia
BABEL_BP_104_20016_20120206_215156_inLine.sph	20016	20120206	215156	20016	inLine	NorthEast	F	HOME_OFFICE_MOBILE	19	Mobilink	Nokia
BABEL_BP_104_64990_20120119_173958_inLine.sph	64990	20120119	173958	64990	inLine	NorthEast	M	STREET	37	Ufone	Nokia
BABEL_BP_104_64990_20120119_173958_outLine.sph	64990	20120119	173958	64990	outLine	NorthEast	M	HOME_OFFICE_MOBILE	33	Telenor	Nokia
BABEL_BP_104_58041_20120129_165617_inLine.sph	58041	20120129	165617	58041	inLine	NorthEast	M	HOME_OFFICE_MOBILE	19	Telenor	Nokia
