outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel
BABEL_BP_107_66866_20120418_001946_inLine.sph	66866	20120418	001946	66866	inLine	North	F	PUBLIC_PLACE	20	Viettel	Q_Mobile
BABEL_BP_107_66866_20120418_001946_outLine.sph	66866	20120418	001946	66866	outLine	North	F	HOME_OFFICE_MOBILE	20	Viettel	HTC
BABEL_BP_107_70441_20120704_163546_inLine.sph	70441	20120704	163546	70441	inLine	North	M	HOME_OFFICE_LANDLINE	58	Viettel	Viettel
BABEL_BP_107_70441_20120704_163546_outLine.sph	70441	20120704	163546	70441	outLine	North	M	HOME_OFFICE_LANDLINE	50	Viettel	Viettel
BABEL_BP_107_16617_20120228_014302_inLine.sph	16617	20120228	014302	16617	inLine	North-Central	M	STREET	23	Viettel	Viettel
BABEL_BP_107_96667_20120426_182837_outLine.sph	96667	20120426	182837	96667	outLine	North	F	PUBLIC_PLACE	50	Viettel	Iphone
BABEL_BP_107_96667_20120426_182837_inLine.sph	96667	20120426	182837	96667	inLine	North	F	HOME_OFFICE_MOBILE	51	Viettel	Nokia
BABEL_BP_107_96302_20120510_023815_inLine.sph	96302	20120510	023815	96302	inLine	South	F	STREET	19	Viettel	Nokia
BABEL_BP_107_96302_20120510_023815_outLine.sph	96302	20120510	023815	96302	outLine	South	F	HOME_OFFICE_MOBILE	20	Viettel	Nokia
BABEL_BP_107_84540_20120328_205952_outLine.sph	84540	20120328	205952	84540	outLine	North	F	PUBLIC_PLACE	22	Vinaphone	Nokia
BABEL_BP_107_10973_20120404_233129_inLine.sph	10973	20120404	233129	10973	inLine	North	M	CAR_KIT	46	Viettel	Viettel
BABEL_BP_107_10973_20120404_233129_outLine.sph	10973	20120404	233129	10973	outLine	North	F	HOME_OFFICE_MOBILE	40	Viettel	Samsung
BABEL_BP_107_81486_20120213_035232_inLine.sph	81486	20120213	035232	81486	inLine	Central	F	HOME_OFFICE_MOBILE	23	Viettel	Samsung
BABEL_BP_107_81486_20120213_040319_inLine.sph	81486	20120213	040319	81486	inLine	Central	F	HOME_OFFICE_MOBILE	23	Viettel	Samsung
BABEL_BP_107_64889_20120503_174229_outLine.sph	64889	20120503	174229	64889	outLine	South	M	HOME_OFFICE_MOBILE	26	Viettel	Samsung
BABEL_BP_107_64889_20120503_174229_inLine.sph	64889	20120503	174229	64889	inLine	South	M	PUBLIC_PLACE	25	Viettel	Samsung
BABEL_BP_107_63369_20120614_191919_inLine.sph	63369	20120614	191919	63369	inLine	South	F	CAR_KIT	36	Mobifone	LG
BABEL_BP_107_94814_20120501_130313_inLine.sph	94814	20120501	130313	94814	inLine	North	M	STREET	27	Viettel	Nokia
BABEL_BP_107_94814_20120501_130313_outLine.sph	94814	20120501	130313	94814	outLine	North	F	HOME_OFFICE_MOBILE	24	Viettel	Samsung
BABEL_BP_107_72269_20120416_010327_inLine.sph	72269	20120416	010327	72269	inLine	North	M	STREET	25	Vinaphone	Nokia
BABEL_BP_107_72269_20120416_010327_outLine.sph	72269	20120416	010327	72269	outLine	North	F	HOME_OFFICE_MOBILE	26	Viettel	Nokia
BABEL_BP_107_40510_20120426_153808_inLine.sph	40510	20120426	153808	40510	inLine	North	M	VEHICLE	29	Viettel	Samsung
BABEL_BP_107_40510_20120426_153808_outLine.sph	40510	20120426	153808	40510	outLine	North	M	HOME_OFFICE_MOBILE	29	Viettel	Samsung
BABEL_BP_107_24642_20120505_201543_outLine.sph	24642	20120505	201543	24642	outLine	Central	F	PUBLIC_PLACE	25	Viettel	Nokia
BABEL_BP_107_24642_20120505_201543_inLine.sph	24642	20120505	201543	24642	inLine	Central	M	PUBLIC_PLACE	50	Viettel	Nokia
BABEL_BP_107_72647_20120614_125725_inLine.sph	72647	20120614	125725	72647	inLine	Central	F	HOME_OFFICE_LANDLINE	49	VNPT	Panasonic
BABEL_BP_107_44943_20120506_191737_inLine.sph	44943	20120506	191737	44943	inLine	South	F	VEHICLE	18	Vinaphone	Nokia
BABEL_BP_107_40980_20120416_233130_inLine.sph	40980	20120416	233130	40980	inLine	North-Central	M	PUBLIC_PLACE	46	Viettel	Samsung
BABEL_BP_107_40980_20120417_001128_outLine.sph	40980	20120417	001128	40980	outLine	North-Central	M	HOME_OFFICE_MOBILE	38	Viettel	Nokia
BABEL_BP_107_40980_20120416_233130_outLine.sph	40980	20120416	233130	40980	outLine	North-Central	M	HOME_OFFICE_MOBILE	38	Viettel	Nokia
BABEL_BP_107_40980_20120417_001128_inLine.sph	40980	20120417	001128	40980	inLine	North-Central	M	PUBLIC_PLACE	46	Viettel	Samsung
BABEL_BP_107_73761_20120424_154013_outLine.sph	73761	20120424	154013	73761	outLine	South	F	HOME_OFFICE_MOBILE	22	Mobifone	Samsung
BABEL_BP_107_73761_20120424_154013_inLine.sph	73761	20120424	154013	73761	inLine	South	F	STREET	20	Viettel	Nokia
BABEL_BP_107_10211_20120323_013915_outLine.sph	10211	20120323	013915	10211	outLine	North-Central	M	HOME_OFFICE_MOBILE	29	Viettel	Nokia
BABEL_BP_107_10211_20120323_013915_inLine.sph	10211	20120323	013915	10211	inLine	North-Central	M	VEHICLE	31	Viettel	Samsung
BABEL_BP_107_95572_20120406_151856_outLine.sph	95572	20120406	151856	95572	outLine	North	M	PUBLIC_PLACE	18	Viettel	Nokia
BABEL_BP_107_95572_20120406_151856_inLine.sph	95572	20120406	151856	95572	inLine	North	M	HOME_OFFICE_MOBILE	19	Viettel	LG
BABEL_BP_107_25479_20120506_161146_inLine.sph	25479	20120506	161146	25479	inLine	South	M	HOME_OFFICE_MOBILE	19	Viettel	Nokia
BABEL_BP_107_25479_20120506_161146_outLine.sph	25479	20120506	161146	25479	outLine	South	F	HOME_OFFICE_MOBILE	48	Viettel	Q_Mobile
BABEL_BP_107_99567_20120405_154443_outLine.sph	99567	20120405	154443	99567	outLine	North	F	HOME_OFFICE_MOBILE	60	Viettel	Nokia
BABEL_BP_107_16883_20120501_194424_outLine.sph	16883	20120501	194424	16883	outLine	North-Central	F	PUBLIC_PLACE	28	Viettel	Viettel
BABEL_BP_107_16883_20120501_194424_inLine.sph	16883	20120501	194424	16883	inLine	North-Central	F	HOME_OFFICE_MOBILE	25	Vinaphone	Nokia
BABEL_BP_107_76341_20120215_201638_inLine.sph	76341	20120215	201638	76341	inLine	Central	F	PUBLIC_PLACE	33	Viettel	Samsung
BABEL_BP_107_76341_20120215_201638_outLine.sph	76341	20120215	201638	76341	outLine	South	F	PUBLIC_PLACE	41	Vinaphone	Nokia
BABEL_BP_107_32400_20120426_000137_inLine.sph	32400	20120426	000137	32400	inLine	South	F	HOME_OFFICE_MOBILE	20	Viettel	Nokia
BABEL_BP_107_32400_20120426_000137_outLine.sph	32400	20120426	000137	32400	outLine	South	F	HOME_OFFICE_MOBILE	23	Viettel	Nokia
BABEL_BP_107_89965_20120505_003121_inLine.sph	89965	20120505	003121	89965	inLine	Central	M	HOME_OFFICE_LANDLINE	49	VNPT	Panasonic
BABEL_BP_107_89965_20120505_003121_outLine.sph	89965	20120505	003121	89965	outLine	Central	F	STREET	24	Viettel	Nokia
BABEL_BP_107_89619_20120217_174102_outLine.sph	89619	20120217	174102	89619	outLine	North-Central	M	HOME_OFFICE_MOBILE	25	Vinaphone	Nokia
BABEL_BP_107_89619_20120217_174102_inLine.sph	89619	20120217	174102	89619	inLine	North	M	HOME_OFFICE_MOBILE	28	Viettel	Nokia
BABEL_BP_107_20582_20120322_220747_outLine.sph	20582	20120322	220747	20582	outLine	North-Central	F	HOME_OFFICE_MOBILE	24	Mobifone	Nokia
BABEL_BP_107_20582_20120322_220747_inLine.sph	20582	20120322	220747	20582	inLine	North-Central	M	VEHICLE	26	Viettel	Viettel
BABEL_BP_107_97318_20120608_183537_inLine.sph	97318	20120608	183537	97318	inLine	North	M	VEHICLE	34	Mobifone	Nokia
BABEL_BP_107_97318_20120608_183537_outLine.sph	97318	20120608	183537	97318	outLine	North	M	HOME_OFFICE_MOBILE	34	Vinaphone	Nokia
BABEL_BP_107_10985_20120502_123725_outLine.sph	10985	20120502	123725	10985	outLine	South	F	HOME_OFFICE_LANDLINE	19	VNPT	Nokia
BABEL_BP_107_10985_20120502_123725_inLine.sph	10985	20120502	123725	10985	inLine	South	F	HOME_OFFICE_MOBILE	46	Vinaphone	Nokia
BABEL_BP_107_68545_20120421_220606_outLine.sph	68545	20120421	220606	68545	outLine	North-Central	F	HOME_OFFICE_MOBILE	18	Viettel	Samsung
BABEL_BP_107_68545_20120421_220606_inLine.sph	68545	20120421	220606	68545	inLine	North-Central	M	CAR_KIT	19	Vinaphone	HTC
BABEL_BP_107_69295_20120501_154139_inLine.sph	69295	20120501	154139	69295	inLine	Central	F	HOME_OFFICE_MOBILE	43	Vinaphone	Nokia
BABEL_BP_107_49773_20120211_151308_outLine.sph	49773	20120211	151308	49773	outLine	North	F	STREET	37	Viettel	Iphone
BABEL_BP_107_49773_20120211_151308_inLine.sph	49773	20120211	151308	49773	inLine	North	M	STREET	43	Mobifone	Nokia
BABEL_BP_107_31606_20120607_131428_inLine.sph	31606	20120607	131428	31606	inLine	North	M	VEHICLE	33	Mobifone	Samsung
BABEL_BP_107_95423_20120415_201523_inLine.sph	95423	20120415	201523	95423	inLine	Central	M	STREET	20	Viettel	Nokia
BABEL_BP_107_95423_20120415_201523_outLine.sph	95423	20120415	201523	95423	outLine	Central	F	HOME_OFFICE_MOBILE	19	Viettel	Nokia
BABEL_BP_107_44129_20120512_023836_inLine.sph	44129	20120512	023836	44129	inLine	North-Central	F	HOME_OFFICE_MOBILE	36	Viettel	Samsung
BABEL_BP_107_44129_20120512_023836_outLine.sph	44129	20120512	023836	44129	outLine	North-Central	M	HOME_OFFICE_MOBILE	27	Viettel	Samsung
BABEL_BP_107_72297_20120608_185443_inLine.sph	72297	20120608	185443	72297	inLine	North	M	VEHICLE	38	Mobifone	Nokia
BABEL_BP_107_72297_20120608_190156_outLine.sph	72297	20120608	190156	72297	outLine	North	M	HOME_OFFICE_MOBILE	38	Vinaphone	Nokia
BABEL_BP_107_72297_20120608_190156_inLine.sph	72297	20120608	190156	72297	inLine	North	M	VEHICLE	38	Mobifone	Nokia
BABEL_BP_107_72297_20120608_185443_outLine.sph	72297	20120608	185443	72297	outLine	North	M	HOME_OFFICE_MOBILE	38	Vinaphone	Nokia
BABEL_BP_107_21367_20120629_140326_outLine.sph	21367	20120629	140326	21367	outLine	North	M	HOME_OFFICE_MOBILE	47	Viettel	Nokia
BABEL_BP_107_35305_20120422_120043_outLine.sph	35305	20120422	120043	35305	outLine	Central	F	STREET	26	Vinaphone	Iphone
BABEL_BP_107_51136_20120405_142910_inLine.sph	51136	20120405	142910	51136	inLine	North	F	CAR_KIT	46	Viettel	Viettel
BABEL_BP_107_51136_20120405_142910_outLine.sph	51136	20120405	142910	51136	outLine	North	F	HOME_OFFICE_MOBILE	25	Viettel	Samsung
BABEL_BP_107_79970_20120418_214316_inLine.sph	79970	20120418	214316	79970	inLine	North-Central	F	CAR_KIT	19	Viettel	Nokia
BABEL_BP_107_50476_20120430_225248_inLine.sph	50476	20120430	225248	50476	inLine	South	M	HOME_OFFICE_MOBILE	26	Viettel	Iphone
BABEL_BP_107_50476_20120430_225248_outLine.sph	50476	20120430	225248	50476	outLine	Central	M	HOME_OFFICE_MOBILE	33	Viettel	Samsung
BABEL_BP_107_79619_20120420_115502_inLine.sph	79619	20120420	115502	79619	inLine	North-Central	F	HOME_OFFICE_MOBILE	58	Viettel	Samsung
BABEL_BP_107_79619_20120420_115502_outLine.sph	79619	20120420	115502	79619	outLine	North-Central	M	STREET	60	Viettel	Samsung
BABEL_BP_107_80337_20120608_000801_inLine.sph	80337	20120608	000801	80337	inLine	North	M	VEHICLE	32	Viettel	Nokia
BABEL_BP_107_80337_20120608_000801_outLine.sph	80337	20120608	000801	80337	outLine	North	M	HOME_OFFICE_MOBILE	22	Mobifone	Samsung
BABEL_BP_107_57148_20120217_024257_outLine.sph	57148	20120217	024257	57148	outLine	South	F	HOME_OFFICE_MOBILE	44	Viettel	Nokia
BABEL_BP_107_57148_20120217_024257_inLine.sph	57148	20120217	024257	57148	inLine	South	M	PUBLIC_PLACE	48	Viettel	Viettel
BABEL_BP_107_57148_20120217_014955_inLine.sph	57148	20120217	014955	57148	inLine	South	M	PUBLIC_PLACE	48	Viettel	Viettel
BABEL_BP_107_57148_20120217_014955_outLine.sph	57148	20120217	014955	57148	outLine	South	F	HOME_OFFICE_MOBILE	44	Viettel	Nokia
BABEL_BP_107_47823_20120516_204140_inLine.sph	47823	20120516	204140	47823	inLine	North	F	HOME_OFFICE_MOBILE	42	Viettel	Viettel
BABEL_BP_107_29444_20120322_191236_outLine.sph	29444	20120322	191236	29444	outLine	North-Central	F	HOME_OFFICE_MOBILE	27	Viettel	Nokia
BABEL_BP_107_29407_20120607_132315_inLine.sph	29407	20120607	132315	29407	inLine	North	M	VEHICLE	34	Beeline	Q_Mobile
BABEL_BP_107_29407_20120607_135318_inLine.sph	29407	20120607	135318	29407	inLine	North	M	VEHICLE	34	Beeline	Q_Mobile
BABEL_BP_107_82880_20120705_001819_inLine.sph	82880	20120705	001819	82880	inLine	North	M	CAR_KIT	46	Viettel	Nokia
BABEL_BP_107_82880_20120705_001819_outLine.sph	82880	20120705	001819	82880	outLine	North	M	HOME_OFFICE_LANDLINE	60	Viettel	Viettel
BABEL_BP_107_57457_20120617_193611_outLine.sph	57457	20120617	193611	57457	outLine	South	M	HOME_OFFICE_LANDLINE	37	Viettel	Viettel
BABEL_BP_107_57457_20120617_193611_inLine.sph	57457	20120617	193611	57457	inLine	South	M	CAR_KIT	47	Viettel	Nokia
BABEL_BP_107_77338_20120617_171454_outLine.sph	77338	20120617	171454	77338	outLine	Central	F	HOME_OFFICE_LANDLINE	36	VNPT	Panasonic
BABEL_BP_107_77338_20120617_171454_inLine.sph	77338	20120617	171454	77338	inLine	South	F	CAR_KIT	38	Viettel	Nokia
BABEL_BP_107_32710_20120418_215432_outLine.sph	32710	20120418	215432	32710	outLine	North-Central	M	PUBLIC_PLACE	20	Vinaphone	Nokia
BABEL_BP_107_32710_20120418_215432_inLine.sph	32710	20120418	215432	32710	inLine	North-Central	F	CAR_KIT	19	Viettel	Samsung
BABEL_BP_107_38640_20120215_030154_outLine.sph	38640	20120215	030154	38640	outLine	South	M	HOME_OFFICE_MOBILE	16	Mobifone	Samsung
BABEL_BP_107_38640_20120215_030154_inLine.sph	38640	20120215	030154	38640	inLine	South	M	HOME_OFFICE_LANDLINE	47	Viettel	Panasonic
BABEL_BP_107_80290_20120501_134226_outLine.sph	80290	20120501	134226	80290	outLine	Central	M	HOME_OFFICE_MOBILE	20	Vinaphone	Q_Mobile
BABEL_BP_107_80290_20120501_134226_inLine.sph	80290	20120501	134226	80290	inLine	Central	M	HOME_OFFICE_MOBILE	20	Viettel	LG
BABEL_BP_107_81056_20120502_155358_inLine.sph	81056	20120502	155358	81056	inLine	South	F	PUBLIC_PLACE	22	Viettel	Nokia
BABEL_BP_107_81056_20120502_155358_outLine.sph	81056	20120502	155358	81056	outLine	Central	F	HOME_OFFICE_MOBILE	22	Viettel	Nokia
BABEL_BP_107_20518_20120418_211112_inLine.sph	20518	20120418	211112	20518	inLine	North-Central	M	CAR_KIT	20	Viettel	Iphone
BABEL_BP_107_61906_20120414_201744_inLine.sph	61906	20120414	201744	61906	inLine	North-Central	M	PUBLIC_PLACE	49	Viettel	Viettel
BABEL_BP_107_61906_20120414_201744_outLine.sph	61906	20120414	201744	61906	outLine	North-Central	M	PUBLIC_PLACE	31	Vinaphone	Nokia
BABEL_BP_107_60842_20120617_190839_inLine.sph	60842	20120617	190839	60842	inLine	South	M	CAR_KIT	51	Viettel	Samsung
BABEL_BP_107_60842_20120617_190839_outLine.sph	60842	20120617	190839	60842	outLine	South	M	HOME_OFFICE_LANDLINE	31	VNPT	Panasonic
BABEL_BP_107_84335_20120418_002843_inLine.sph	84335	20120418	002843	84335	inLine	North	F	PUBLIC_PLACE	35	Viettel	Iphone
BABEL_BP_107_97629_20120420_202833_inLine.sph	97629	20120420	202833	97629	inLine	North-Central	F	VEHICLE	18	Viettel	Samsung
BABEL_BP_107_97629_20120420_202833_outLine.sph	97629	20120420	202833	97629	outLine	Central	F	HOME_OFFICE_MOBILE	18	Viettel	Nokia
BABEL_BP_107_91007_20120612_144506_inLine.sph	91007	20120612	144506	91007	inLine	North	M	VEHICLE	31	Beeline	Nokia
BABEL_BP_107_50028_20120704_192522_outLine.sph	50028	20120704	192522	50028	outLine	North	M	HOME_OFFICE_LANDLINE	48	Viettel	Viettel
BABEL_BP_107_50028_20120704_192522_inLine.sph	50028	20120704	192522	50028	inLine	North	M	HOME_OFFICE_LANDLINE	46	Viettel	Viettel
BABEL_BP_107_49714_20120509_113627_outLine.sph	49714	20120509	113627	49714	outLine	Central	F	HOME_OFFICE_MOBILE	23	Vinaphone	Samsung
BABEL_BP_107_91002_20120429_192712_outLine.sph	91002	20120429	192712	91002	outLine	North	F	CAR_KIT	18	Viettel	Nokia
BABEL_BP_107_91002_20120429_192712_inLine.sph	91002	20120429	192712	91002	inLine	North	F	CAR_KIT	18	Viettel	Samsung
BABEL_BP_107_46332_20120418_002934_inLine.sph	46332	20120418	002934	46332	inLine	North	M	PUBLIC_PLACE	27	Viettel	Q_Mobile
BABEL_BP_107_46332_20120418_002934_outLine.sph	46332	20120418	002934	46332	outLine	North	M	HOME_OFFICE_MOBILE	23	Viettel	HTC
BABEL_BP_107_59961_20120218_211136_inLine.sph	59961	20120218	211136	59961	inLine	South	F	HOME_OFFICE_MOBILE	20	Viettel	Nokia
BABEL_BP_107_91406_20120429_193057_inLine.sph	91406	20120429	193057	91406	inLine	North	F	HOME_OFFICE_MOBILE	18	Viettel	Samsung
BABEL_BP_107_91406_20120429_193057_outLine.sph	91406	20120429	193057	91406	outLine	North	F	PUBLIC_PLACE	18	Viettel	Nokia
BABEL_BP_107_92407_20120210_183713_inLine.sph	92407	20120210	183713	92407	inLine	North	F	HOME_OFFICE_MOBILE	23	Viettel	Nokia
BABEL_BP_107_92407_20120210_183713_outLine.sph	92407	20120210	183713	92407	outLine	North	F	HOME_OFFICE_MOBILE	24	Mobifone	Nokia
BABEL_BP_107_91401_20120213_010307_inLine.sph	91401	20120213	010307	91401	inLine	South	M	PUBLIC_PLACE	25	Viettel	Viettel
BABEL_BP_107_91401_20120213_010307_outLine.sph	91401	20120213	010307	91401	outLine	South	F	HOME_OFFICE_MOBILE	27	Mobifone	Nokia
BABEL_BP_107_82131_20120704_135728_inLine.sph	82131	20120704	135728	82131	inLine	North	M	HOME_OFFICE_LANDLINE	46	Viettel	Viettel
BABEL_BP_107_82131_20120704_211005_inLine.sph	82131	20120704	211005	82131	inLine	North	M	HOME_OFFICE_LANDLINE	46	Viettel	Viettel
BABEL_BP_107_50409_20120608_205803_inLine.sph	50409	20120608	205803	50409	inLine	North	M	VEHICLE	33	Mobifone	Nokia
BABEL_BP_107_34961_20120212_224207_outLine.sph	34961	20120212	224207	34961	outLine	South	F	HOME_OFFICE_MOBILE	45	Mobifone	Nokia
BABEL_BP_107_34961_20120212_224207_inLine.sph	34961	20120212	224207	34961	inLine	South	M	HOME_OFFICE_MOBILE	31	Viettel	Samsung
BABEL_BP_107_34961_20120212_223315_outLine.sph	34961	20120212	223315	34961	outLine	South	F	HOME_OFFICE_MOBILE	45	Mobifone	Nokia
BABEL_BP_107_34961_20120212_223315_inLine.sph	34961	20120212	223315	34961	inLine	South	M	HOME_OFFICE_MOBILE	31	Viettel	Samsung
BABEL_BP_107_15719_20120612_122632_inLine.sph	15719	20120612	122632	15719	inLine	South	M	PUBLIC_PLACE	47	Vinaphone	LG
BABEL_BP_107_15719_20120612_122632_outLine.sph	15719	20120612	122632	15719	outLine	South	M	PUBLIC_PLACE	34	Mobifone	Nokia
BABEL_BP_107_54787_20120405_202915_outLine.sph	54787	20120405	202915	54787	outLine	Central	F	HOME_OFFICE_MOBILE	27	Mobifone	HTC
BABEL_BP_107_54787_20120405_202915_inLine.sph	54787	20120405	202915	54787	inLine	Central	F	VEHICLE	19	Vinaphone	Nokia
BABEL_BP_107_76252_20120705_003603_outLine.sph	76252	20120705	003603	76252	outLine	North	M	HOME_OFFICE_LANDLINE	58	Viettel	Viettel
BABEL_BP_107_32334_20120429_005403_outLine.sph	32334	20120429	005403	32334	outLine	North-Central	F	PUBLIC_PLACE	25	Viettel	Samsung
BABEL_BP_107_32334_20120429_005403_inLine.sph	32334	20120429	005403	32334	inLine	North-Central	M	STREET	22	Viettel	Nokia
BABEL_BP_107_58108_20120509_141003_outLine.sph	58108	20120509	141003	58108	outLine	North	F	STREET	24	Viettel	Nokia
BABEL_BP_107_58108_20120509_141003_inLine.sph	58108	20120509	141003	58108	inLine	North	F	HOME_OFFICE_MOBILE	23	Viettel	Nokia
BABEL_BP_107_70285_20120212_214056_inLine.sph	70285	20120212	214056	70285	inLine	South	F	HOME_OFFICE_LANDLINE	40	VNPT	Panasonic
BABEL_BP_107_29280_20120607_184929_outLine.sph	29280	20120607	184929	29280	outLine	Central	M	PUBLIC_PLACE	35	Viettel	Iphone
BABEL_BP_107_29280_20120607_190345_outLine.sph	29280	20120607	190345	29280	outLine	Central	M	PUBLIC_PLACE	35	Viettel	Iphone
BABEL_BP_107_16406_20120324_011714_inLine.sph	16406	20120324	011714	16406	inLine	South	M	STREET	40	Beeline	Nokia
BABEL_BP_107_16406_20120324_011714_outLine.sph	16406	20120324	011714	16406	outLine	South	F	PUBLIC_PLACE	22	Viettel	Nokia
BABEL_BP_107_74317_20120502_225211_inLine.sph	74317	20120502	225211	74317	inLine	South	F	PUBLIC_PLACE	21	Viettel	Nokia
BABEL_BP_107_74317_20120502_225211_outLine.sph	74317	20120502	225211	74317	outLine	South	F	HOME_OFFICE_MOBILE	20	Mobifone	Nokia
BABEL_BP_107_66964_20120419_205513_inLine.sph	66964	20120419	205513	66964	inLine	North	F	HOME_OFFICE_MOBILE	48	Viettel	Samsung
BABEL_BP_107_66964_20120419_205513_outLine.sph	66964	20120419	205513	66964	outLine	North	F	PUBLIC_PLACE	19	Mobifone	Nokia
BABEL_BP_107_74700_20120610_233419_inLine.sph	74700	20120610	233419	74700	inLine	North	M	HOME_OFFICE_MOBILE	41	Mobifone	Nokia
BABEL_BP_107_48511_20120322_145729_inLine.sph	48511	20120322	145729	48511	inLine	Central	M	HOME_OFFICE_LANDLINE	32	Vinaphone	Vinaphone
BABEL_BP_107_48511_20120322_145729_outLine.sph	48511	20120322	145729	48511	outLine	Central	M	HOME_OFFICE_MOBILE	25	Mobifone	Nokia
BABEL_BP_107_17093_20120501_202548_outLine.sph	17093	20120501	202548	17093	outLine	North-Central	M	PUBLIC_PLACE	60	Viettel	Samsung
BABEL_BP_107_45570_20120509_151829_outLine.sph	45570	20120509	151829	45570	outLine	North	F	HOME_OFFICE_MOBILE	26	Viettel	Samsung
BABEL_BP_107_45570_20120509_151829_inLine.sph	45570	20120509	151829	45570	inLine	North	F	HOME_OFFICE_MOBILE	33	Viettel	Nokia
BABEL_BP_107_74404_20120212_134850_outLine.sph	74404	20120212	134850	74404	outLine	North	M	HOME_OFFICE_MOBILE	43	Mobifone	Nokia
BABEL_BP_107_10545_20120424_184701_inLine.sph	10545	20120424	184701	10545	inLine	South	M	VEHICLE	25	Viettel	Nokia
BABEL_BP_107_80638_20120501_223037_outLine.sph	80638	20120501	223037	80638	outLine	South	F	HOME_OFFICE_MOBILE	19	Viettel	Nokia
BABEL_BP_107_80638_20120501_223037_inLine.sph	80638	20120501	223037	80638	inLine	South	M	HOME_OFFICE_MOBILE	51	Viettel	LG
BABEL_BP_107_43017_20120322_170152_outLine.sph	43017	20120322	170152	43017	outLine	South	M	HOME_OFFICE_LANDLINE	56	VNPT	Panasonic
BABEL_BP_107_43017_20120322_170152_inLine.sph	43017	20120322	170152	43017	inLine	North	M	HOME_OFFICE_LANDLINE	58	VNPT	Panasonic
BABEL_BP_107_29771_20120504_010738_outLine.sph	29771	20120504	010738	29771	outLine	Central	M	HOME_OFFICE_MOBILE	56	Vinaphone	Nokia
BABEL_BP_107_20483_20120416_171740_outLine.sph	20483	20120416	171740	20483	outLine	North	M	HOME_OFFICE_MOBILE	25	Viettel	Nokia
BABEL_BP_107_46603_20120421_113906_inLine.sph	46603	20120421	113906	46603	inLine	South	F	VEHICLE	19	Viettel	Samsung
BABEL_BP_107_36356_20120211_173247_inLine.sph	36356	20120211	173247	36356	inLine	North	F	HOME_OFFICE_MOBILE	52	Mobifone	Nokia
BABEL_BP_107_36356_20120211_173247_outLine.sph	36356	20120211	173247	36356	outLine	North	F	HOME_OFFICE_MOBILE	58	Viettel	Nokia
BABEL_BP_107_49689_20120415_163537_inLine.sph	49689	20120415	163537	49689	inLine	South	F	HOME_OFFICE_MOBILE	25	Viettel	HTC
BABEL_BP_107_49689_20120415_163537_outLine.sph	49689	20120415	163537	49689	outLine	South	M	HOME_OFFICE_MOBILE	40	Viettel	Samsung
BABEL_BP_107_33742_20120608_143147_outLine.sph	33742	20120608	143147	33742	outLine	Central	M	HOME_OFFICE_LANDLINE	32	VNPT	Panasonic
BABEL_BP_107_33742_20120608_143147_inLine.sph	33742	20120608	143147	33742	inLine	Central	M	HOME_OFFICE_LANDLINE	31	VNPT	Panasonic
BABEL_BP_107_18234_20120210_230712_inLine.sph	18234	20120210	230712	18234	inLine	North	F	VEHICLE	18	Mobifone	Nokia
BABEL_BP_107_75799_20120429_140233_outLine.sph	75799	20120429	140233	75799	outLine	North-Central	M	HOME_OFFICE_MOBILE	31	Viettel	Viettel
BABEL_BP_107_75799_20120429_140233_inLine.sph	75799	20120429	140233	75799	inLine	North-Central	M	STREET	37	Viettel	Iphone
