outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP1_102_31345_20121010_194432_inLine.sph	31345	20121010	194432	31345	inLine	WESTERN_ASSAM	F	STREET	20	AIRCEL	NOKIA	924960	8000
BABEL_OP1_102_31345_20121010_195905_inLine.sph	31345	20121010	195905	31345	inLine	WESTERN_ASSAM	F	STREET	20	AIRCEL	NOKIA	3871520	8000
BABEL_OP1_102_31345_20121010_194432_outLine.sph	31345	20121010	194432	31345	outLine	WESTERN_ASSAM	M	HOME_OFFICE_MOBILE	21	AIRCEL	NOKIA	925280	8000
BABEL_OP1_102_66103_20121006_184826_inLine.sph	66103	20121006	184826	66103	inLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	41	AIRCEL	SAMSUNG	4800320	8000
BABEL_OP1_102_66103_20121006_184826_outLine.sph	66103	20121006	184826	66103	outLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	40	AIRCEL	NOKIA	4802400	8000
BABEL_OP1_102_59746_20120820_014637_inLine.sph	59746	20120820	014637	59746	inLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	16	AIRCEL	NOKIA	4799200	8000
BABEL_OP1_102_59746_20120820_014637_outLine.sph	59746	20120820	014637	59746	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	18	AIRCEL	MICROMAX	4800480	8000
BABEL_OP1_102_86305_20120408_170901_inLine.sph	86305	20120408	170901	86305	inLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	23	AIRCEL	SAMSUNG	4798720	8000
BABEL_OP1_102_86305_20120408_170901_outLine.sph	86305	20120408	170901	86305	outLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	25	AIRCEL	NOKIA	4800480	8000
BABEL_OP1_102_90313_20120407_173340_outLine.sph	90313	20120407	173340	90313	outLine	CENTRAL_ASSAM	M	STREET	32	RELIANCE	NOKIA	4800160	8000
BABEL_OP1_102_90313_20120407_173340_inLine.sph	90313	20120407	173340	90313	inLine	CENTRAL_ASSAM	M	STREET	31	RELIANCE	SAMSUNG	4800160	8000
BABEL_OP1_102_64880_20121107_190955_outLine.sph	64880	20121107	190955	64880	outLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	40	VODAFONE	NOKIA	4801440	8000
BABEL_OP1_102_64880_20121107_190955_inLine.sph	64880	20121107	190955	64880	inLine	WESTERN_ASSAM	M	STREET	47	RELIANCE	SAMSUNG	4800160	8000
BABEL_OP1_102_66668_20120409_185702_outLine.sph	66668	20120409	185702	66668	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	32	AIRCEL	NOKIA	4799840	8000
BABEL_OP1_102_66668_20120409_185702_inLine.sph	66668	20120409	185702	66668	inLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	40	AIRCEL	NOKIA	4794240	8000
BABEL_OP1_102_41989_20120410_220614_inLine.sph	41989	20120410	220614	41989	inLine	EASTERN_ASSAM	F	HOME_OFFICE_MOBILE	40	AIRCEL	NOKIA	4793440	8000
BABEL_OP1_102_41989_20120410_220614_outLine.sph	41989	20120410	220614	41989	outLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	43	AIRCEL	NOKIA	4801600	8000
BABEL_OP1_102_87671_20120401_172420_inLine.sph	87671	20120401	172420	87671	inLine	WESTERN_ASSAM	F	STREET	46	RELIANCE	NOKIA	4791520	8000
BABEL_OP1_102_87671_20120401_172420_outLine.sph	87671	20120401	172420	87671	outLine	WESTERN_ASSAM	F	STREET	42	RELIANCE	NOKIA	4796480	8000
BABEL_OP1_102_40385_20121224_164959_outLine.sph	40385	20121224	164959	40385	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	48	RELIANCE	NOKIA	4801760	8000
BABEL_OP1_102_40385_20121224_164959_inLine.sph	40385	20121224	164959	40385	inLine	CENTRAL_ASSAM	M	VEHICLE	48	RELIANCE	SAMSUNG	4799360	8000
BABEL_OP1_102_17900_20120331_195842_outLine.sph	17900	20120331	195842	17900	outLine	EASTERN_ASSAM	F	PUBLIC_PLACE	23	RELIANCE	NOKIA	4800960	8000
BABEL_OP1_102_17900_20120331_195842_inLine.sph	17900	20120331	195842	17900	inLine	EASTERN_ASSAM	F	PUBLIC_PLACE	46	RELIANCE	SAMSUNG	4796960	8000
BABEL_OP1_102_79519_20121008_214502_outLine.sph	79519	20121008	214502	79519	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	45	RELIANCE	NOKIA	4407040	8000
BABEL_OP1_102_79519_20121008_214502_inLine.sph	79519	20121008	214502	79519	inLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	45	RELIANCE	NOKIA	4406560	8000
BABEL_OP1_102_47469_20120411_181423_outLine.sph	47469	20120411	181423	47469	outLine	WESTERN_ASSAM	M	HOME_OFFICE_MOBILE	38	RELIANCE	NOKIA	4799680	8000
BABEL_OP1_102_47469_20120411_181423_inLine.sph	47469	20120411	181423	47469	inLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	50	RELIANCE	NOKIA	4791520	8000
BABEL_OP1_102_54358_20120908_182858_inLine.sph	54358	20120908	182858	54358	inLine	EASTERN_ASSAM	F	HOME_OFFICE_MOBILE	27	RELIANCE	NOKIA	4801440	8000
BABEL_OP1_102_54358_20120908_182858_outLine.sph	54358	20120908	182858	54358	outLine	EASTERN_ASSAM	F	HOME_OFFICE_MOBILE	28	RELIANCE	NOKIA	4801760	8000
BABEL_OP1_102_70643_20121108_030513_inLine.sph	70643	20121108	030513	70643	inLine	EASTERN_ASSAM	F	PUBLIC_PLACE	31	RELIANCE	NOKIA	4799200	8000
BABEL_OP1_102_70643_20121108_030513_outLine.sph	70643	20121108	030513	70643	outLine	WESTERN_ASSAM	M	HOME_OFFICE_MOBILE	28	RELIANCE	SAMSUNG	4801920	8000
BABEL_OP1_102_36391_20130127_213459_outLine.sph	36391	20130127	213459	36391	outLine	EASTERN_ASSAM	M	HOME_OFFICE_MOBILE	35	RELIANCE	NOKIA	4801280	8000
BABEL_OP1_102_36391_20130127_213459_inLine.sph	36391	20130127	213459	36391	inLine	EASTERN_ASSAM	F	HOME_OFFICE_MOBILE	27	RELIANCE	SAMSUNG	4800160	8000
BABEL_OP1_102_10925_20120329_192327_inLine.sph	10925	20120329	192327	10925	inLine	CENTRAL_ASSAM	F	PUBLIC_PLACE	18	VODAFONE	NOKIA	4795840	8000
BABEL_OP1_102_10925_20120329_192327_outLine.sph	10925	20120329	192327	10925	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	18	VODAFONE	NOKIA	4797280	8000
BABEL_OP1_102_34446_20120426_194557_inLine.sph	34446	20120426	194557	34446	inLine	WESTERN_ASSAM	M	CAR_KIT	32	RELIANCE	LAVA	2854560	8000
BABEL_OP1_102_34446_20120426_195519_inLine.sph	34446	20120426	195519	34446	inLine	WESTERN_ASSAM	M	CAR_KIT	32	RELIANCE	LAVA	1943360	8000
BABEL_OP1_102_34446_20120426_195519_outLine.sph	34446	20120426	195519	34446	outLine	WESTERN_ASSAM	M	PUBLIC_PLACE	21	RELIANCE	SAMSUNG	1946880	8000
BABEL_OP1_102_34446_20120426_194557_outLine.sph	34446	20120426	194557	34446	outLine	WESTERN_ASSAM	M	PUBLIC_PLACE	21	RELIANCE	SAMSUNG	2854880	8000
BABEL_OP1_102_27178_20120409_211226_inLine.sph	27178	20120409	211226	27178	inLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	39	RELIANCE	NOKIA	4791360	8000
BABEL_OP1_102_27178_20120409_211226_outLine.sph	27178	20120409	211226	27178	outLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	45	RELIANCE	NOKIA	4797920	8000
BABEL_OP1_102_47429_20130121_172000_inLine.sph	47429	20130121	172000	47429	inLine	EASTERN_ASSAM	M	HOME_OFFICE_LANDLINE	32	BSNL	BSNL	4800160	8000
BABEL_OP1_102_47429_20130121_172000_outLine.sph	47429	20130121	172000	47429	outLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	28	AIRCEL	SAMSUNG	4803040	8000
BABEL_OP1_102_45678_20120328_224850_inLine.sph	45678	20120328	224850	45678	inLine	WESTERN_ASSAM	M	HOME_OFFICE_MOBILE	22	VODAFONE	NOKIA	4800160	8000
BABEL_OP1_102_45678_20120328_224850_outLine.sph	45678	20120328	224850	45678	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	20	VODAFONE	SAMSUNG	4801440	8000
BABEL_OP1_102_18672_20120614_212320_outLine.sph	18672	20120614	212320	18672	outLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	35	RELIANCE	NOKIA	4801920	8000
BABEL_OP1_102_18672_20120614_212320_inLine.sph	18672	20120614	212320	18672	inLine	CENTRAL_ASSAM	M	PUBLIC_PLACE	31	RELIANCE	NOKIA	4798560	8000
BABEL_OP1_102_54785_20120928_184426_inLine.sph	54785	20120928	184426	54785	inLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	32	VODAFONE	NOKIA	4799200	8000
BABEL_OP1_102_54785_20120928_184426_outLine.sph	54785	20120928	184426	54785	outLine	WESTERN_ASSAM	M	HOME_OFFICE_MOBILE	30	VODAFONE	NOKIA	4802080	8000
BABEL_OP1_102_88245_20121010_173153_inLine.sph	88245	20121010	173153	88245	inLine	WESTERN_ASSAM	F	VEHICLE	34	RELIANCE	NOKIA	4797600	8000
BABEL_OP1_102_88245_20121010_173153_outLine.sph	88245	20121010	173153	88245	outLine	WESTERN_ASSAM	F	VEHICLE	32	VODAFONE	NOKIA	4800000	8000
BABEL_OP1_102_46593_20121010_023019_inLine.sph	46593	20121010	023019	46593	inLine	WESTERN_ASSAM	F	PUBLIC_PLACE	32	BSNL	SAMSUNG	4799680	8000
BABEL_OP1_102_46593_20121010_023019_outLine.sph	46593	20121010	023019	46593	outLine	EASTERN_ASSAM	M	HOME_OFFICE_MOBILE	34	RELIANCE	NOKIA	4800960	8000
BABEL_OP1_102_62160_20120422_220826_inLine.sph	62160	20120422	220826	62160	inLine	WESTERN_ASSAM	F	CAR_KIT	26	RELIANCE	NOKIA	4797600	8000
BABEL_OP1_102_62160_20120422_220826_outLine.sph	62160	20120422	220826	62160	outLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	23	RELIANCE	NOKIA	4798400	8000
BABEL_OP1_102_59544_20120401_222134_inLine.sph	59544	20120401	222134	59544	inLine	WESTERN_ASSAM	M	STREET	19	VODAFONE	NOKIA	4788800	8000
BABEL_OP1_102_59544_20120401_222134_outLine.sph	59544	20120401	222134	59544	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	20	VODAFONE	NOKIA	4801120	8000
BABEL_OP1_102_77886_20120407_215452_inLine.sph	77886	20120407	215452	77886	inLine	CENTRAL_ASSAM	M	PUBLIC_PLACE	31	AIRCEL	NOKIA	4789600	8000
BABEL_OP1_102_77886_20120407_215452_outLine.sph	77886	20120407	215452	77886	outLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	25	IDEA	FLY	4796320	8000
BABEL_OP1_102_80856_20120423_184225_inLine.sph	80856	20120423	184225	80856	inLine	CENTRAL_ASSAM	F	HOME_OFFICE_LANDLINE	24	BSNL	BSNL	4800160	8000
BABEL_OP1_102_80856_20120423_184225_outLine.sph	80856	20120423	184225	80856	outLine	EASTERN_ASSAM	F	HOME_OFFICE_MOBILE	26	AIRCEL	NOKIA	4797440	8000
BABEL_OP1_102_64661_20120422_194219_outLine.sph	64661	20120422	194219	64661	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	38	RELIANCE	NOKIA	4791200	8000
BABEL_OP1_102_64661_20120422_194219_inLine.sph	64661	20120422	194219	64661	inLine	WESTERN_ASSAM	F	CAR_KIT	30	AIRCEL	SAMSUNG	4795840	8000
BABEL_OP1_102_32962_20120427_215011_inLine.sph	32962	20120427	215011	32962	inLine	EASTERN_ASSAM	F	PUBLIC_PLACE	16	IDEA	SAMSUNG	4799520	8000
BABEL_OP1_102_32962_20120427_215011_outLine.sph	32962	20120427	215011	32962	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	21	RELIANCE	SAMSUNG	4800480	8000
BABEL_OP1_102_50589_20120401_163239_outLine.sph	50589	20120401	163239	50589	outLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	17	VODAFONE	NOKIA	4796480	8000
BABEL_OP1_102_50589_20120401_163239_inLine.sph	50589	20120401	163239	50589	inLine	WESTERN_ASSAM	M	HOME_OFFICE_MOBILE	17	IDEA	NOKIA	4800160	8000
BABEL_OP1_102_33969_20130123_165132_outLine.sph	33969	20130123	165132	33969	outLine	EASTERN_ASSAM	F	VEHICLE	31	RELIANCE	SAMSUNG	4798720	8000
BABEL_OP1_102_33969_20130123_165132_inLine.sph	33969	20130123	165132	33969	inLine	EASTERN_ASSAM	M	HOME_OFFICE_LANDLINE	41	BSNL	BSNL	4800960	8000
BABEL_OP1_102_87885_20121113_193407_inLine.sph	87885	20121113	193407	87885	inLine	WESTERN_ASSAM	M	HOME_OFFICE_MOBILE	49	RELIANCE	NOKIA	4799680	8000
BABEL_OP1_102_87885_20121113_193407_outLine.sph	87885	20121113	193407	87885	outLine	CENTRAL_ASSAM	M	STREET	48	AIRCEL	NOKIA	4797760	8000
BABEL_OP1_102_56868_20120410_224604_inLine.sph	56868	20120410	224604	56868	inLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	46	IDEA	NOKIA	4797280	8000
BABEL_OP1_102_56868_20120410_224604_outLine.sph	56868	20120410	224604	56868	outLine	EASTERN_ASSAM	F	HOME_OFFICE_MOBILE	18	VODAFONE	SAMSUNG	4802720	8000
BABEL_OP1_102_25502_20120404_190523_outLine.sph	25502	20120404	190523	25502	outLine	CENTRAL_ASSAM	M	HOME_OFFICE_MOBILE	30	AIRTEL	NOKIA	4797280	8000
BABEL_OP1_102_25502_20120404_190523_inLine.sph	25502	20120404	190523	25502	inLine	CENTRAL_ASSAM	M	PUBLIC_PLACE	31	AIRCEL	NOKIA	4796960	8000
BABEL_OP1_102_84700_20130104_162152_outLine.sph	84700	20130104	162152	84700	outLine	CENTRAL_ASSAM	M	STREET	46	RELIANCE	NOKIA	4800160	8000
BABEL_OP1_102_84700_20130104_162152_inLine.sph	84700	20130104	162152	84700	inLine	EASTERN_ASSAM	M	VEHICLE	46	VODAFONE	SAMSUNG	4798560	8000
BABEL_OP1_102_29988_20120805_160211_inLine.sph	29988	20120805	160211	29988	inLine	EASTERN_ASSAM	F	STREET	48	IDEA	NOKIA	4800160	8000
BABEL_OP1_102_29988_20120805_160211_outLine.sph	29988	20120805	160211	29988	outLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	50	RELIANCE	NOKIA	4802400	8000
BABEL_OP1_102_73122_20120427_230538_outLine.sph	73122	20120427	230538	73122	outLine	CENTRAL_ASSAM	M	STREET	17	RELIANCE	SPICE	1255360	8000
BABEL_OP1_102_73122_20120427_225442_inLine.sph	73122	20120427	225442	73122	inLine	EASTERN_ASSAM	F	CAR_KIT	16	AIRCEL	NOKIA	3539200	8000
BABEL_OP1_102_73122_20120427_225442_outLine.sph	73122	20120427	225442	73122	outLine	CENTRAL_ASSAM	M	STREET	17	RELIANCE	SPICE	3541760	8000
BABEL_OP1_102_73122_20120427_230538_inLine.sph	73122	20120427	230538	73122	inLine	EASTERN_ASSAM	F	CAR_KIT	16	AIRCEL	NOKIA	1255520	8000
BABEL_OP1_102_35470_20130122_212719_inLine.sph	35470	20130122	212719	35470	inLine	CENTRAL_ASSAM	F	HOME_OFFICE_LANDLINE	30	BSNL	BSNL	4799840	8000
BABEL_OP1_102_35470_20130122_212719_outLine.sph	35470	20130122	212719	35470	outLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	25	AIRTEL	NOKIA	4800160	8000
BABEL_OP1_102_45786_20121016_025157_inLine.sph	45786	20121016	025157	45786	inLine	CENTRAL_ASSAM	F	PUBLIC_PLACE	35	AIRCEL	NOKIA	4797600	8000
BABEL_OP1_102_45786_20121016_025157_outLine.sph	45786	20121016	025157	45786	outLine	WESTERN_ASSAM	M	PUBLIC_PLACE	37	RELIANCE	SAMSUNG	4800960	8000
BABEL_OP1_102_45738_20120806_202458_outLine.sph	45738	20120806	202458	45738	outLine	CENTRAL_ASSAM	M	STREET	30	AIRCEL	SAMSUNG	4800000	8000
BABEL_OP1_102_45738_20120806_202458_inLine.sph	45738	20120806	202458	45738	inLine	CENTRAL_ASSAM	M	CAR_KIT	32	AIRCEL	MICROMAX	4800160	8000
BABEL_OP1_102_65273_20121226_233200_outLine.sph	65273	20121226	233200	65273	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	50	AIRTEL	NOKIA	4801120	8000
BABEL_OP1_102_65273_20121226_233200_inLine.sph	65273	20121226	233200	65273	inLine	EASTERN_ASSAM	F	VEHICLE	53	IDEA	NOKIA	4797440	8000
BABEL_OP1_102_47823_20120804_180038_outLine.sph	47823	20120804	180038	47823	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	45	IDEA	SAMSUNG	4801760	8000
BABEL_OP1_102_47823_20120804_180038_inLine.sph	47823	20120804	180038	47823	inLine	EASTERN_ASSAM	F	STREET	47	AIRTEL	NOKIA	4799360	8000
BABEL_OP1_102_29444_20120331_233317_outLine.sph	29444	20120331	233317	29444	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	60	AIRCEL	SAMSUNG	1866400	8000
BABEL_OP1_102_29444_20120331_231513_outLine.sph	29444	20120331	231513	29444	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	60	AIRCEL	SAMSUNG	2936320	8000
BABEL_OP1_102_29444_20120331_231513_inLine.sph	29444	20120331	231513	29444	inLine	CENTRAL_ASSAM	M	STREET	33	AIRCEL	LG	2933440	8000
BABEL_OP1_102_29444_20120331_233317_inLine.sph	29444	20120331	233317	29444	inLine	CENTRAL_ASSAM	M	STREET	33	AIRCEL	LG	1862240	8000
BABEL_OP1_102_92407_20120330_180101_outLine.sph	92407	20120330	180101	92407	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	20	VODAFONE	SAMSUNG	4795040	8000
BABEL_OP1_102_92407_20120330_180101_inLine.sph	92407	20120330	180101	92407	inLine	EASTERN_ASSAM	F	PUBLIC_PLACE	21	VODAFONE	NOKIA	4794560	8000
BABEL_OP1_102_91401_20120409_195325_inLine.sph	91401	20120409	195325	91401	inLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	37	AIRCEL	NOKIA	4796800	8000
BABEL_OP1_102_91401_20120409_195325_outLine.sph	91401	20120409	195325	91401	outLine	CENTRAL_ASSAM	F	HOME_OFFICE_MOBILE	39	AIRCEL	NOKIA	4797280	8000
BABEL_OP1_102_56648_20120615_181652_inLine.sph	56648	20120615	181652	56648	inLine	CENTRAL_ASSAM	M	PUBLIC_PLACE	34	AIRCEL	NOKIA	4799040	8000
BABEL_OP1_102_56648_20120615_181652_outLine.sph	56648	20120615	181652	56648	outLine	WESTERN_ASSAM	M	STREET	34	AIRCEL	NOKIA	4804000	8000
BABEL_OP1_102_38264_20121105_050622_inLine.sph	38264	20121105	050622	38264	inLine	WESTERN_ASSAM	M	PUBLIC_PLACE	29	AIRCEL	NOKIA	4800160	8000
BABEL_OP1_102_38264_20121105_050622_outLine.sph	38264	20121105	050622	38264	outLine	WESTERN_ASSAM	M	HOME_OFFICE_MOBILE	30	AIRCEL	NOKIA	4798720	8000
BABEL_OP1_102_25236_20120804_180700_inLine.sph	25236	20120804	180700	25236	inLine	EASTERN_ASSAM	F	STREET	47	IDEA	NOKIA	4798880	8000
BABEL_OP1_102_25236_20120804_180700_outLine.sph	25236	20120804	180700	25236	outLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	29	AIRTEL	NOKIA	4801440	8000
BABEL_OP1_102_28204_20120401_204624_inLine.sph	28204	20120401	204624	28204	inLine	WESTERN_ASSAM	F	HOME_OFFICE_MOBILE	47	VODAFONE	NOKIA	4798560	8000
