outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP1_206_47877_20121213_030248_outLine.sph	47877	20121213	030248	47877	outLine	DURBAN	M	HOME_OFFICE_MOBILE	42	VODACOM	NOKIA	2506880	8000
BABEL_OP1_206_49767_20130530_203947_inLine.sph	49767	20130530	203947	49767	inLine	DURBAN	F	MICROPHONE	46	VODACOM	NOKIA	31334784	48000
BABEL_OP1_206_49767_20130530_203947_outLine.sph	49767	20130530	203947	49767	outLine	DURBAN	F	HOME_OFFICE_MOBILE	32	VODACOM	NOKIA	4801440	8000
BABEL_OP1_206_49902_20121201_230757_inLine.sph	49902	20121201	230757	49902	inLine	DURBAN	M	HOME_OFFICE_MOBILE	36	MTN	NOKIA	3176480	8000
BABEL_OP1_206_49902_20121201_230757_outLine.sph	49902	20121201	230757	49902	outLine	DURBAN	M	HOME_OFFICE_MOBILE	32	MTN	NOKIA	3178560	8000
BABEL_OP1_206_49902_20121202_000107_inLine.sph	49902	20121202	000107	49902	inLine	DURBAN	M	HOME_OFFICE_MOBILE	36	MTN	NOKIA	1624000	8000
BABEL_OP1_206_49902_20121202_000107_outLine.sph	49902	20121202	000107	49902	outLine	DURBAN	M	HOME_OFFICE_MOBILE	32	MTN	NOKIA	1625600	8000
BABEL_OP1_206_54405_20130522_224053_inLine.sph	54405	20130522	224053	54405	inLine	DURBAN	F	MICROPHONE	30	MTN	NOKIA	31446400	48000
BABEL_OP1_206_54405_20130522_224053_outLine.sph	54405	20130522	224053	54405	outLine	DURBAN	F	HOME_OFFICE_MOBILE	26	MTN	NOKIA	4800960	8000
BABEL_OP1_206_56198_20121128_190457_inLine.sph	56198	20121128	190457	56198	inLine	DURBAN	M	PUBLIC_PLACE	18	MTN	NOKIA	4799680	8000
BABEL_OP1_206_56198_20121128_190457_outLine.sph	56198	20121128	190457	56198	outLine	DURBAN	M	PUBLIC_PLACE	21	VODACOM	LG	4800160	8000
BABEL_OP1_206_56429_20121220_005243_inLine.sph	56429	20121220	005243	56429	inLine	DURBAN	F	CAR_KIT	46	MTN	NOKIA	4800160	8000
BABEL_OP1_206_56429_20121220_005243_outLine.sph	56429	20121220	005243	56429	outLine	DURBAN	F	HOME_OFFICE_MOBILE	59	MTN	NOKIA	4802720	8000
BABEL_OP1_206_56684_20121212_010900_inLine.sph	56684	20121212	010900	56684	inLine	DURBAN	M	HOME_OFFICE_MOBILE	47	VODACOM	NOKIA	4793760	8000
BABEL_OP1_206_56684_20121212_010900_outLine.sph	56684	20121212	010900	56684	outLine	DURBAN	M	HOME_OFFICE_MOBILE	35	MTN	NOKIA	4793280	8000
BABEL_OP1_206_58815_20121216_231254_inLine.sph	58815	20121216	231254	58815	inLine	DURBAN	M	STREET	25	MTN	BLACKBERRY	4800160	8000
BABEL_OP1_206_58815_20121216_231254_outLine.sph	58815	20121216	231254	58815	outLine	DURBAN	M	STREET	26	VODACOM	BLACKBERRY	4802880	8000
BABEL_OP1_206_60538_20121205_021137_inLine.sph	60538	20121205	021137	60538	inLine	DURBAN	F	STREET	46	VODACOM	NOKIA	4800160	8000
BABEL_OP1_206_60538_20121205_021137_outLine.sph	60538	20121205	021137	60538	outLine	DURBAN	F	HOME_OFFICE_MOBILE	60	VODACOM	NOKIA	4802400	8000
BABEL_OP1_206_60706_20121128_191751_inLine.sph	60706	20121128	191751	60706	inLine	DURBAN	F	PUBLIC_PLACE	33	VODACOM	UNKNOWN	4800160	8000
BABEL_OP1_206_60706_20121128_191751_outLine.sph	60706	20121128	191751	60706	outLine	DURBAN	F	HOME_OFFICE_MOBILE	33	VODACOM	NOKIA	4802720	8000
BABEL_OP1_206_61011_20121219_024939_inLine.sph	61011	20121219	024939	61011	inLine	DURBAN	F	CAR_KIT	25	MTN	NOKIA	4800160	8000
BABEL_OP1_206_61011_20121219_024939_outLine.sph	61011	20121219	024939	61011	outLine	DURBAN	F	HOME_OFFICE_MOBILE	29	MTN	NOKIA	4802400	8000
BABEL_OP1_206_61219_20121204_234808_inLine.sph	61219	20121204	234808	61219	inLine	DURBAN	M	STREET	27	CELL_C	NOKIA	4800160	8000
BABEL_OP1_206_61219_20121204_234808_outLine.sph	61219	20121204	234808	61219	outLine	DURBAN	F	STREET	21	MTN	NOKIA	4802720	8000
BABEL_OP1_206_62362_20130301_013214_inLine.sph	62362	20130301	013214	62362	inLine	DURBAN	M	VEHICLE	47	MTN	NOKIA	4800160	8000
BABEL_OP1_206_62362_20130301_013214_outLine.sph	62362	20130301	013214	62362	outLine	DURBAN	F	PUBLIC_PLACE	38	MTN	BLACKBERRY	4802560	8000
BABEL_OP1_206_63220_20130531_002428_inLine.sph	63220	20130531	002428	63220	inLine	DURBAN	F	MICROPHONE	43	VODACOM	NOKIA	30475648	48000
BABEL_OP1_206_63220_20130531_002428_outLine.sph	63220	20130531	002428	63220	outLine	DURBAN	F	HOME_OFFICE_MOBILE	55	MTN	NOKIA	4801440	8000
BABEL_OP1_206_65692_20121212_230954_inLine.sph	65692	20121212	230954	65692	inLine	DURBAN	F	HOME_OFFICE_MOBILE	29	MTN	NOKIA	4800160	8000
BABEL_OP1_206_65692_20121212_230954_outLine.sph	65692	20121212	230954	65692	outLine	DURBAN	F	HOME_OFFICE_MOBILE	30	MTN	NOKIA	4802720	8000
BABEL_OP1_206_66837_20130111_182531_inLine.sph	66837	20130111	182531	66837	inLine	DURBAN	M	HOME_OFFICE_MOBILE	16	CELL_C	NOKIA	4800160	8000
BABEL_OP1_206_66837_20130111_182531_outLine.sph	66837	20130111	182531	66837	outLine	DURBAN	F	HOME_OFFICE_MOBILE	24	CELL_C	NOKIA	4802240	8000
BABEL_OP1_206_66959_20121218_192949_inLine.sph	66959	20121218	192949	66959	inLine	DURBAN	M	VEHICLE	30	MTN	NOKIA	4800320	8000
BABEL_OP1_206_66959_20121218_192949_outLine.sph	66959	20121218	192949	66959	outLine	DURBAN	M	HOME_OFFICE_MOBILE	32	VODACOM	NOKIA	4801600	8000
BABEL_OP1_206_67066_20130604_231822_inLine.sph	67066	20130604	231822	67066	inLine	DURBAN	M	MICROPHONE	38	CELL_C	NOKIA	29982592	48000
BABEL_OP1_206_67066_20130604_231822_outLine.sph	67066	20130604	231822	67066	outLine	DURBAN	M	HOME_OFFICE_MOBILE	42	CELL_C	NOKIA	4801760	8000
BABEL_OP1_206_71780_20121219_010817_inLine.sph	71780	20121219	010817	71780	inLine	DURBAN	M	CAR_KIT	17	CELL_C	NOKIA	4799520	8000
BABEL_OP1_206_71780_20121219_010817_outLine.sph	71780	20121219	010817	71780	outLine	DURBAN	M	CAR_KIT	17	VODACOM	NOKIA	4802240	8000
BABEL_OP1_206_77225_20130604_013253_inLine.sph	77225	20130604	013253	77225	inLine	DURBAN	M	MICROPHONE	22	MTN	BLACKBERRY	29905280	48000
BABEL_OP1_206_77225_20130604_013253_outLine.sph	77225	20130604	013253	77225	outLine	DURBAN	M	STREET	21	VODACOM	BLACKBERRY	4802240	8000
BABEL_OP1_206_79858_20121126_013705_inLine.sph	79858	20121126	013705	79858	inLine	DURBAN	F	HOME_OFFICE_MOBILE	60	MTN	NOKIA	4800160	8000
BABEL_OP1_206_79858_20121126_013705_outLine.sph	79858	20121126	013705	79858	outLine	DURBAN	F	HOME_OFFICE_MOBILE	60	MTN	NOKIA	4802560	8000
BABEL_OP1_206_81854_20130122_210400_inLine.sph	81854	20130122	210400	81854	inLine	DURBAN	M	CAR_KIT	22	VODACOM	NOKIA	4801120	8000
BABEL_OP1_206_81854_20130122_210400_outLine.sph	81854	20130122	210400	81854	outLine	DURBAN	F	HOME_OFFICE_MOBILE	19	VODACOM	NOKIA	4801280	8000
BABEL_OP1_206_82224_20130602_234038_inLine.sph	82224	20130602	234038	82224	inLine	DURBAN	F	MICROPHONE	21	UNKNOWN	UNKNOWN	30317952	48000
BABEL_OP1_206_82224_20130602_234038_outLine.sph	82224	20130602	234038	82224	outLine	DURBAN	F	HOME_OFFICE_MOBILE	19	UNKNOWN	UNKNOWN	4801760	8000
BABEL_OP1_206_82966_20121213_231116_inLine.sph	82966	20121213	231116	82966	inLine	DURBAN	M	PUBLIC_PLACE	31	MTN	NOKIA	4800160	8000
BABEL_OP1_206_82966_20121213_231116_outLine.sph	82966	20121213	231116	82966	outLine	DURBAN	F	HOME_OFFICE_MOBILE	21	CELL_C	BLACKBERRY	4802560	8000
BABEL_OP1_206_84838_20121210_051040_inLine.sph	84838	20121210	051040	84838	inLine	DURBAN	M	HOME_OFFICE_MOBILE	32	MTN	NOKIA	4800160	8000
BABEL_OP1_206_84838_20121210_051040_outLine.sph	84838	20121210	051040	84838	outLine	DURBAN	M	HOME_OFFICE_MOBILE	32	MTN	NOKIA	4802720	8000
BABEL_OP1_206_85048_20121220_202904_inLine.sph	85048	20121220	202904	85048	inLine	DURBAN	F	CAR_KIT	30	VODACOM	NOKIA	4800160	8000
BABEL_OP1_206_85048_20121220_202904_outLine.sph	85048	20121220	202904	85048	outLine	DURBAN	F	CAR_KIT	30	VODACOM	NOKIA	4802880	8000
BABEL_OP1_206_85340_20121129_000834_inLine.sph	85340	20121129	000834	85340	inLine	DURBAN	M	PUBLIC_PLACE	22	VODACOM	NOKIA	785920	8000
BABEL_OP1_206_85340_20121129_000834_outLine.sph	85340	20121129	000834	85340	outLine	DURBAN	M	PUBLIC_PLACE	22	VODACOM	NOKIA	788000	8000
BABEL_OP1_206_85340_20121129_231533_inLine.sph	85340	20121129	231533	85340	inLine	DURBAN	M	PUBLIC_PLACE	22	VODACOM	NOKIA	4016160	8000
BABEL_OP1_206_85340_20121129_231533_outLine.sph	85340	20121129	231533	85340	outLine	DURBAN	M	PUBLIC_PLACE	22	VODACOM	NOKIA	4018720	8000
BABEL_OP1_206_92252_20130601_235344_inLine.sph	92252	20130601	235344	92252	inLine	DURBAN	M	MICROPHONE	60	UNKNOWN	UNKNOWN	30036864	48000
BABEL_OP1_206_92252_20130601_235344_outLine.sph	92252	20130601	235344	92252	outLine	DURBAN	M	HOME_OFFICE_MOBILE	60	UNKNOWN	UNKNOWN	4801760	8000
BABEL_OP1_206_92886_20121128_042622_inLine.sph	92886	20121128	042622	92886	inLine	DURBAN	M	HOME_OFFICE_MOBILE	26	VODACOM	SAMSUNG	2333920	8000
BABEL_OP1_206_92886_20121128_042622_outLine.sph	92886	20121128	042622	92886	outLine	DURBAN	M	HOME_OFFICE_MOBILE	26	VODACOM	NOKIA	2336000	8000
BABEL_OP1_206_92886_20121128_045107_inLine.sph	92886	20121128	045107	92886	inLine	DURBAN	M	HOME_OFFICE_MOBILE	26	VODACOM	SAMSUNG	2464160	8000
BABEL_OP1_206_92886_20121128_045107_outLine.sph	92886	20121128	045107	92886	outLine	DURBAN	M	HOME_OFFICE_MOBILE	26	VODACOM	NOKIA	2465120	8000
BABEL_OP1_206_93007_20130528_211314_inLine.sph	93007	20130528	211314	93007	inLine	DURBAN	M	MICROPHONE	47	VODACOM	VODAFONE	30898560	48000
BABEL_OP1_206_93007_20130528_211314_outLine.sph	93007	20130528	211314	93007	outLine	DURBAN	F	HOME_OFFICE_MOBILE	43	VODACOM	NOKIA	4800800	8000
BABEL_OP1_206_95490_20130103_005535_inLine.sph	95490	20130103	005535	95490	inLine	DURBAN	F	HOME_OFFICE_MOBILE	31	MTN	BLACKBERRY	4800160	8000
BABEL_OP1_206_95490_20130103_005535_outLine.sph	95490	20130103	005535	95490	outLine	DURBAN	F	HOME_OFFICE_MOBILE	31	CELL_C	BLACKBERRY	4800800	8000
BABEL_OP1_206_96584_20130121_011505_inLine.sph	96584	20130121	011505	96584	inLine	DURBAN	M	VEHICLE	17	UNKNOWN	UNKNOWN	4795200	8000
BABEL_OP1_206_96584_20130121_011505_outLine.sph	96584	20130121	011505	96584	outLine	DURBAN	M	VEHICLE	17	UNKNOWN	UNKNOWN	4796480	8000
BABEL_OP1_206_97849_20130123_000229_inLine.sph	97849	20130123	000229	97849	inLine	DURBAN	M	HOME_OFFICE_MOBILE	30	VODACOM	NOKIA	4618880	8000
BABEL_OP1_206_97849_20130123_000229_outLine.sph	97849	20130123	000229	97849	outLine	DURBAN	M	PUBLIC_PLACE	37	VODACOM	NOKIA	4620320	8000
BABEL_OP1_206_97988_20121212_223804_inLine.sph	97988	20121212	223804	97988	inLine	DURBAN	M	PUBLIC_PLACE	18	MTN	NOKIA	4800320	8000
BABEL_OP1_206_97988_20121212_223804_outLine.sph	97988	20121212	223804	97988	outLine	DURBAN	F	HOME_OFFICE_MOBILE	17	VODACOM	NOKIA	4802720	8000
BABEL_OP1_206_99594_20121220_022404_outLine.sph	99594	20121220	022404	99594	outLine	DURBAN	M	CAR_KIT	48	UNKNOWN	UNKNOWN	4802400	8000
BABEL_OP1_206_99718_20121128_213548_inLine.sph	99718	20121128	213548	99718	inLine	DURBAN	F	HOME_OFFICE_MOBILE	46	VODACOM	NOKIA	4800160	8000
BABEL_OP1_206_99718_20121128_213548_outLine.sph	99718	20121128	213548	99718	outLine	DURBAN	F	HOME_OFFICE_MOBILE	46	VODACOM	NOKIA	4800640	8000
BABEL_OP1_206_10901_20121128_230024_inLine.sph	10901	20121128	230024	10901	inLine	DURBAN	M	HOME_OFFICE_MOBILE	47	MTN	VODAFONE	1012800	8000
BABEL_OP1_206_10901_20121128_230024_outLine.sph	10901	20121128	230024	10901	outLine	DURBAN	M	HOME_OFFICE_MOBILE	48	VODACOM	NOKIA	1015520	8000
BABEL_OP1_206_10901_20121129_003238_inLine.sph	10901	20121129	003238	10901	inLine	DURBAN	M	HOME_OFFICE_MOBILE	47	MTN	VODAFONE	3792160	8000
BABEL_OP1_206_10901_20121129_003238_outLine.sph	10901	20121129	003238	10901	outLine	DURBAN	M	HOME_OFFICE_MOBILE	48	VODACOM	NOKIA	3794720	8000
BABEL_OP1_206_10966_20121205_213021_inLine.sph	10966	20121205	213021	10966	inLine	DURBAN	M	STREET	24	MTN	NOKIA	3534880	8000
BABEL_OP1_206_10966_20121205_213021_outLine.sph	10966	20121205	213021	10966	outLine	DURBAN	F	HOME_OFFICE_MOBILE	24	MTN	BLACKBERRY	3535680	8000
BABEL_OP1_206_10966_20121205_214750_inLine.sph	10966	20121205	214750	10966	inLine	DURBAN	M	STREET	24	MTN	NOKIA	1264160	8000
BABEL_OP1_206_10966_20121205_214750_outLine.sph	10966	20121205	214750	10966	outLine	DURBAN	F	HOME_OFFICE_MOBILE	24	MTN	BLACKBERRY	1266560	8000
BABEL_OP1_206_11581_20121213_020058_inLine.sph	11581	20121213	020058	11581	inLine	DURBAN	F	PUBLIC_PLACE	30	VODACOM	NOKIA	4800160	8000
BABEL_OP1_206_11581_20121213_020058_outLine.sph	11581	20121213	020058	11581	outLine	DURBAN	F	PUBLIC_PLACE	30	MTN	NOKIA	4802720	8000
BABEL_OP1_206_11797_20121207_001426_inLine.sph	11797	20121207	001426	11797	inLine	DURBAN	F	PUBLIC_PLACE	42	MTN	NOKIA	485120	8000
BABEL_OP1_206_11797_20121207_001426_outLine.sph	11797	20121207	001426	11797	outLine	DURBAN	F	PUBLIC_PLACE	53	VODACOM	NOKIA	487200	8000
BABEL_OP1_206_11797_20121207_002917_inLine.sph	11797	20121207	002917	11797	inLine	DURBAN	F	PUBLIC_PLACE	42	MTN	NOKIA	4312160	8000
BABEL_OP1_206_11797_20121207_002917_outLine.sph	11797	20121207	002917	11797	outLine	DURBAN	F	PUBLIC_PLACE	53	VODACOM	NOKIA	4313120	8000
BABEL_OP1_206_11859_20130602_013210_inLine.sph	11859	20130602	013210	11859	inLine	DURBAN	F	MICROPHONE	48	MTN	NOKIA	30309760	48000
BABEL_OP1_206_11859_20130602_013210_outLine.sph	11859	20130602	013210	11859	outLine	DURBAN	F	HOME_OFFICE_MOBILE	26	CELL_C	NOKIA	4795360	8000
BABEL_OP1_206_12242_20121218_022109_inLine.sph	12242	20121218	022109	12242	inLine	DURBAN	M	VEHICLE	30	VODACOM	NOKIA	4800160	8000
BABEL_OP1_206_12242_20121218_022109_outLine.sph	12242	20121218	022109	12242	outLine	DURBAN	F	HOME_OFFICE_MOBILE	25	VODACOM	NOKIA	4802880	8000
BABEL_OP1_206_12851_20121215_010712_inLine.sph	12851	20121215	010712	12851	inLine	DURBAN	F	VEHICLE	23	MTN	BLACKBERRY	4796480	8000
