outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel
BABEL_BP_105_14054_20120205_012603_inLine.sph	14054	20120205	012603	14054	inLine	BLACK_SEA	M	PUBLIC_PLACE	40	VODAFONE	NOKIA
BABEL_BP_105_14054_20120205_012603_outLine.sph	14054	20120205	012603	14054	outLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	40	AVEA	IPHONE
BABEL_BP_105_85222_20120623_191629_outLine.sph	85222	20120623	191629	85222	outLine	MEDITERRANEAN	F	HOME_OFFICE_MOBILE	50	AVEA	SAMSUNG
BABEL_BP_105_85222_20120623_191629_inLine.sph	85222	20120623	191629	85222	inLine	MEDITERRANEAN	M	CAR_KIT	47	VODAFONE	NOKIA
BABEL_BP_105_63369_20120504_000600_outLine.sph	63369	20120504	000600	63369	outLine	SOUTH_EASTERN_ANATOLIA	M	STREET	24	TURKCELL	NOKIA
BABEL_BP_105_63369_20120504_000600_inLine.sph	63369	20120504	000600	63369	inLine	SOUTH_EASTERN_ANATOLIA	M	CAR_KIT	25	TURKCELL	NOKIA
BABEL_BP_105_40510_20120128_063431_outLine.sph	40510	20120128	063431	40510	outLine	MARMARA	M	HOME_OFFICE_MOBILE	23	AVEA	NOKIA
BABEL_BP_105_40510_20120128_063431_inLine.sph	40510	20120128	063431	40510	inLine	MARMARA	M	HOME_OFFICE_MOBILE	21	VODAFONE	NOKIA
BABEL_BP_105_98476_20120314_082638_outLine.sph	98476	20120314	082638	98476	outLine	EAST_ANATOLIA	F	HOME_OFFICE_MOBILE	55	AVEA	NOKIA
BABEL_BP_105_85948_20120429_220916_inLine.sph	85948	20120429	220916	85948	inLine	MARMARA	M	STREET	32	AVEA	NOKIA
BABEL_BP_105_85948_20120429_220916_outLine.sph	85948	20120429	220916	85948	outLine	MARMARA	M	HOME_OFFICE_MOBILE	27	AVEA	NOKIA
BABEL_BP_105_40980_20120208_102244_outLine.sph	40980	20120208	102244	40980	outLine	AEGEAN	M	HOME_OFFICE_MOBILE	20	AVEA	SAMSUNG
BABEL_BP_105_73761_20120119_040339_inLine.sph	73761	20120119	040339	73761	inLine	MARMARA	M	HOME_OFFICE_MOBILE	24	VODAFONE	NOKIA
BABEL_BP_105_73761_20120119_040339_outLine.sph	73761	20120119	040339	73761	outLine	MARMARA	M	HOME_OFFICE_MOBILE	23	TURKCELL	NOKIA
BABEL_BP_105_41661_20120206_073351_outLine.sph	41661	20120206	073351	41661	outLine	AEGEAN	F	HOME_OFFICE_MOBILE	45	VODAFONE	NOKIA
BABEL_BP_105_41661_20120206_073351_inLine.sph	41661	20120206	073351	41661	inLine	AEGEAN	F	HOME_OFFICE_MOBILE	43	VODAFONE	NOKIA
BABEL_BP_105_10211_20120602_185303_inLine.sph	10211	20120602	185303	10211	inLine	EAST_ANATOLIA	M	HOME_OFFICE_MOBILE	30	AVEA	SAMSUNG
BABEL_BP_105_10211_20120602_185303_outLine.sph	10211	20120602	185303	10211	outLine	EAST_ANATOLIA	M	HOME_OFFICE_MOBILE	30	TURKCELL	SAMSUNG
BABEL_BP_105_16883_20120121_060732_outLine.sph	16883	20120121	060732	16883	outLine	MARMARA	F	HOME_OFFICE_MOBILE	31	TURKCELL	NOKIA
BABEL_BP_105_16883_20120121_060732_inLine.sph	16883	20120121	060732	16883	inLine	MARMARA	M	HOME_OFFICE_MOBILE	17	VODAFONE	NOKIA
BABEL_BP_105_93637_20120208_014420_inLine.sph	93637	20120208	014420	93637	inLine	BLACK_SEA	M	PUBLIC_PLACE	24	VODAFONE	NOKIA
BABEL_BP_105_93637_20120208_014420_outLine.sph	93637	20120208	014420	93637	outLine	BLACK_SEA	M	PUBLIC_PLACE	35	AVEA	NOKIA
BABEL_BP_105_97318_20120606_000332_inLine.sph	97318	20120606	000332	97318	inLine	CENTRAL_ANATOLIAN	F	STREET	21	VODAFONE	SAMSUNG
BABEL_BP_105_97318_20120606_000332_outLine.sph	97318	20120606	000332	97318	outLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	21	TURKCELL	NOKIA
BABEL_BP_105_77487_20120131_083433_outLine.sph	77487	20120131	083433	77487	outLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	34	TURKCELL	NOKIA
BABEL_BP_105_77487_20120131_083433_inLine.sph	77487	20120131	083433	77487	inLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	42	VODAFONE	NOKIA
BABEL_BP_105_23571_20120131_040441_outLine.sph	23571	20120131	040441	23571	outLine	EAST_ANATOLIA	M	HOME_OFFICE_MOBILE	21	VODAFONE	NOKIA
BABEL_BP_105_23571_20120131_040441_inLine.sph	23571	20120131	040441	23571	inLine	CENTRAL_ANATOLIAN	F	PUBLIC_PLACE	41	VODAFONE	NOKIA
BABEL_BP_105_97405_20120128_051654_outLine.sph	97405	20120128	051654	97405	outLine	MARMARA	F	HOME_OFFICE_MOBILE	18	TURKCELL	SAMSUNG
BABEL_BP_105_68545_20120130_195611_outLine.sph	68545	20120130	195611	68545	outLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	21	AVEA	NOKIA
BABEL_BP_105_68545_20120130_195611_inLine.sph	68545	20120130	195611	68545	inLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	22	VODAFONE	NOKIA
BABEL_BP_105_97699_20120619_014656_outLine.sph	97699	20120619	014656	97699	outLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	26	TURKCELL	SONY_ERICSSON
BABEL_BP_105_97699_20120619_014656_inLine.sph	97699	20120619	014656	97699	inLine	SOUTH_EASTERN_ANATOLIA	M	CAR_KIT	24	AVEA	SAMSUNG
BABEL_BP_105_44129_20120203_031411_inLine.sph	44129	20120203	031411	44129	inLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	47	VODAFONE	NOKIA
BABEL_BP_105_72297_20120602_030633_inLine.sph	72297	20120602	030633	72297	inLine	MARMARA	M	STREET	27	VODAFONE	NOKIA
BABEL_BP_105_72297_20120602_030633_outLine.sph	72297	20120602	030633	72297	outLine	MARMARA	M	HOME_OFFICE_MOBILE	27	VODAFONE	IPHONE
BABEL_BP_105_21367_20120120_050000_inLine.sph	21367	20120120	050000	21367	inLine	EAST_ANATOLIA	F	HOME_OFFICE_MOBILE	50	VODAFONE	SAMSUNG
BABEL_BP_105_21367_20120120_050000_outLine.sph	21367	20120120	050000	21367	outLine	EAST_ANATOLIA	F	HOME_OFFICE_MOBILE	27	TURKCELL	NOKIA
BABEL_BP_105_79619_20120204_034427_outLine.sph	79619	20120204	034427	79619	outLine	SOUTH_EASTERN_ANATOLIA	F	HOME_OFFICE_MOBILE	37	TURKCELL	SAMSUNG
BABEL_BP_105_57148_20120208_234937_inLine.sph	57148	20120208	234937	57148	inLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_LANDLINE	37	TURK_TELEKOM	KAREL
BABEL_BP_105_57148_20120208_234937_outLine.sph	57148	20120208	234937	57148	outLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	33	VODAFONE	IPHONE
BABEL_BP_105_29444_20120204_050434_inLine.sph	29444	20120204	050434	29444	inLine	MEDITERRANEAN	M	HOME_OFFICE_MOBILE	35	VODAFONE	NOKIA
BABEL_BP_105_29444_20120204_050434_outLine.sph	29444	20120204	050434	29444	outLine	MEDITERRANEAN	F	HOME_OFFICE_MOBILE	36	TURKCELL	NOKIA
BABEL_BP_105_51569_20120113_191836_inLine.sph	51569	20120113	191836	51569	inLine	MARMARA	M	HOME_OFFICE_LANDLINE	19	TURK_TELEKOM	KAREL
BABEL_BP_105_51569_20120113_191836_outLine.sph	51569	20120113	191836	51569	outLine	MARMARA	M	HOME_OFFICE_MOBILE	25	TURKCELL	UNKNOWN
BABEL_BP_105_29407_20120531_013323_inLine.sph	29407	20120531	013323	29407	inLine	MEDITERRANEAN	F	VEHICLE	27	AVEA	SAMSUNG
BABEL_BP_105_29407_20120531_013323_outLine.sph	29407	20120531	013323	29407	outLine	MEDITERRANEAN	F	HOME_OFFICE_MOBILE	29	AVEA	LG
BABEL_BP_105_61119_20120120_011733_outLine.sph	61119	20120120	011733	61119	outLine	MARMARA	M	HOME_OFFICE_MOBILE	20	UNKNOWN	UNKNOWN
BABEL_BP_105_61119_20120120_011733_inLine.sph	61119	20120120	011733	61119	inLine	MARMARA	M	HOME_OFFICE_MOBILE	31	UNKNOWN	UNKNOWN
BABEL_BP_105_80290_20120502_211538_outLine.sph	80290	20120502	211538	80290	outLine	SOUTH_EASTERN_ANATOLIA	M	STREET	20	TURKCELL	SAMSUNG
BABEL_BP_105_80290_20120502_211538_inLine.sph	80290	20120502	211538	80290	inLine	SOUTH_EASTERN_ANATOLIA	M	STREET	24	TURKCELL	SAMSUNG
BABEL_BP_105_38640_20120208_010027_inLine.sph	38640	20120208	010027	38640	inLine	BLACK_SEA	M	HOME_OFFICE_LANDLINE	48	TURK_TELEKOM	KAREL
BABEL_BP_105_38640_20120208_010027_outLine.sph	38640	20120208	010027	38640	outLine	MARMARA	F	HOME_OFFICE_MOBILE	32	TURKCELL	SAMSUNG
BABEL_BP_105_60842_20120207_082938_outLine.sph	60842	20120207	082938	60842	outLine	CENTRAL_ANATOLIAN	F	VEHICLE	37	TURKCELL	NOKIA
BABEL_BP_105_60842_20120207_082938_inLine.sph	60842	20120207	082938	60842	inLine	CENTRAL_ANATOLIAN	M	PUBLIC_PLACE	30	VODAFONE	NOKIA
BABEL_BP_105_61906_20120125_055530_outLine.sph	61906	20120125	055530	61906	outLine	EAST_ANATOLIA	M	HOME_OFFICE_MOBILE	21	TURKCELL	NOKIA
BABEL_BP_105_61906_20120125_055530_inLine.sph	61906	20120125	055530	61906	inLine	EAST_ANATOLIA	M	HOME_OFFICE_MOBILE	20	VODAFONE	NOKIA
BABEL_BP_105_49624_20120129_090754_inLine.sph	49624	20120129	090754	49624	inLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	24	VODAFONE	NOKIA
BABEL_BP_105_49624_20120129_090754_outLine.sph	49624	20120129	090754	49624	outLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	53	VODAFONE	NOKIA
BABEL_BP_105_97629_20120606_230655_outLine.sph	97629	20120606	230655	97629	outLine	MARMARA	M	HOME_OFFICE_MOBILE	27	VODAFONE	SAMSUNG
BABEL_BP_105_97629_20120606_230655_inLine.sph	97629	20120606	230655	97629	inLine	MARMARA	F	HOME_OFFICE_LANDLINE	32	TURK_TELEKOM	KAREL
BABEL_BP_105_57457_20120203_040430_inLine.sph	57457	20120203	040430	57457	inLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	38	VODAFONE	NOKIA
BABEL_BP_105_57457_20120203_040430_outLine.sph	57457	20120203	040430	57457	outLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	39	AVEA	NOKIA
BABEL_BP_105_50028_20120628_020702_inLine.sph	50028	20120628	020702	50028	inLine	MEDITERRANEAN	F	CAR_KIT	49	AVEA	NOKIA
BABEL_BP_105_50028_20120628_020702_outLine.sph	50028	20120628	020702	50028	outLine	MARMARA	F	HOME_OFFICE_MOBILE	35	VODAFONE	NOKIA
BABEL_BP_105_97650_20120124_023530_inLine.sph	97650	20120124	023530	97650	inLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	18	VODAFONE	NOKIA
BABEL_BP_105_97650_20120124_023530_outLine.sph	97650	20120124	023530	97650	outLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	18	TURKCELL	SAMSUNG
BABEL_BP_105_20518_20120202_070149_inLine.sph	20518	20120202	070149	20518	inLine	SOUTH_EASTERN_ANATOLIA	M	HOME_OFFICE_MOBILE	33	VODAFONE	NOKIA
BABEL_BP_105_20518_20120202_070149_outLine.sph	20518	20120202	070149	20518	outLine	SOUTH_EASTERN_ANATOLIA	F	HOME_OFFICE_MOBILE	18	TURKCELL	IPHONE
BABEL_BP_105_81096_20120205_000909_outLine.sph	81096	20120205	000909	81096	outLine	EAST_ANATOLIA	F	HOME_OFFICE_MOBILE	37	TURKCELL	NOKIA
BABEL_BP_105_81096_20120205_000909_inLine.sph	81096	20120205	000909	81096	inLine	EAST_ANATOLIA	F	HOME_OFFICE_MOBILE	37	VODAFONE	NOKIA
BABEL_BP_105_95034_20120130_072201_outLine.sph	95034	20120130	072201	95034	outLine	MARMARA	F	HOME_OFFICE_MOBILE	21	TURKCELL	NOKIA
BABEL_BP_105_91002_20120517_195202_inLine.sph	91002	20120517	195202	91002	inLine	MARMARA	M	VEHICLE	41	TURKCELL	SAMSUNG
BABEL_BP_105_91002_20120517_195202_outLine.sph	91002	20120517	195202	91002	outLine	CENTRAL_ANATOLIAN	M	HOME_OFFICE_MOBILE	46	TURKCELL	NOKIA
BABEL_BP_105_81056_20120220_045306_outLine.sph	81056	20120220	045306	81056	outLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	31	TURKCELL	SAMSUNG
BABEL_BP_105_81056_20120220_045306_inLine.sph	81056	20120220	045306	81056	inLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	32	VODAFONE	NOKIA
BABEL_BP_105_92407_20120206_090518_inLine.sph	92407	20120206	090518	92407	inLine	AEGEAN	M	CAR_KIT	21	VODAFONE	SAMSUNG
BABEL_BP_105_92407_20120206_090518_outLine.sph	92407	20120206	090518	92407	outLine	AEGEAN	M	HOME_OFFICE_MOBILE	21	VODAFONE	SAMSUNG
BABEL_BP_105_82880_20120708_225241_inLine.sph	82880	20120708	225241	82880	inLine	EAST_ANATOLIA	M	CAR_KIT	60	TURKCELL	BLACKBERRY
BABEL_BP_105_82880_20120708_225241_outLine.sph	82880	20120708	225241	82880	outLine	EAST_ANATOLIA	M	HOME_OFFICE_MOBILE	55	VODAFONE	NOKIA
BABEL_BP_105_25735_20120520_030401_inLine.sph	25735	20120520	030401	25735	inLine	SOUTH_EASTERN_ANATOLIA	F	STREET	21	TURKCELL	NOKIA
BABEL_BP_105_25735_20120520_030401_outLine.sph	25735	20120520	030401	25735	outLine	SOUTH_EASTERN_ANATOLIA	F	HOME_OFFICE_MOBILE	21	VODAFONE	IPHONE
BABEL_BP_105_32710_20120320_040408_outLine.sph	32710	20120320	040408	32710	outLine	EAST_ANATOLIA	M	HOME_OFFICE_MOBILE	20	VODAFONE	NOKIA
BABEL_BP_105_32710_20120320_040408_inLine.sph	32710	20120320	040408	32710	inLine	EAST_ANATOLIA	M	HOME_OFFICE_MOBILE	45	TURKCELL	SAMSUNG
BABEL_BP_105_76252_20120708_232625_outLine.sph	76252	20120708	232625	76252	outLine	EAST_ANATOLIA	F	HOME_OFFICE_MOBILE	46	VODAFONE	SAMSUNG
BABEL_BP_105_76252_20120708_232625_inLine.sph	76252	20120708	232625	76252	inLine	EAST_ANATOLIA	M	CAR_KIT	46	VODAFONE	SAMSUNG
BABEL_BP_105_32334_20120126_064227_outLine.sph	32334	20120126	064227	32334	outLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	31	TURKCELL	NOKIA
BABEL_BP_105_32334_20120126_064227_inLine.sph	32334	20120126	064227	32334	inLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	44	VODAFONE	NOKIA
BABEL_BP_105_70285_20120520_195703_outLine.sph	70285	20120520	195703	70285	outLine	MARMARA	F	STREET	46	TURKCELL	IPHONE
BABEL_BP_105_70285_20120520_195703_inLine.sph	70285	20120520	195703	70285	inLine	MARMARA	M	HOME_OFFICE_MOBILE	46	TURKCELL	SAMSUNG
BABEL_BP_105_42309_20120530_225817_outLine.sph	42309	20120530	225817	42309	outLine	MEDITERRANEAN	M	VEHICLE	33	TURKCELL	NOKIA
BABEL_BP_105_42309_20120530_225817_inLine.sph	42309	20120530	225817	42309	inLine	MARMARA	M	VEHICLE	38	TURKCELL	NOKIA
BABEL_BP_105_58108_20120516_200608_inLine.sph	58108	20120516	200608	58108	inLine	MARMARA	M	VEHICLE	32	TURKCELL	SAMSUNG
BABEL_BP_105_58108_20120516_215546_inLine.sph	58108	20120516	215546	58108	inLine	MARMARA	M	VEHICLE	32	TURKCELL	SAMSUNG
BABEL_BP_105_58108_20120516_215546_outLine.sph	58108	20120516	215546	58108	outLine	MARMARA	M	HOME_OFFICE_MOBILE	27	VODAFONE	SAMSUNG
BABEL_BP_105_58108_20120516_200608_outLine.sph	58108	20120516	200608	58108	outLine	MARMARA	M	HOME_OFFICE_MOBILE	27	VODAFONE	SAMSUNG
BABEL_BP_105_43017_20120814_005806_inLine.sph	43017	20120814	005806	43017	inLine	CENTRAL_ANATOLIAN	F	STREET	35	AVEA	NOKIA
BABEL_BP_105_43017_20120814_005806_outLine.sph	43017	20120814	005806	43017	outLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	38	TURKCELL	NOKIA
BABEL_BP_105_20483_20120202_013100_outLine.sph	20483	20120202	013100	20483	outLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	16	TURKCELL	NOKIA
BABEL_BP_105_20483_20120202_013100_inLine.sph	20483	20120202	013100	20483	inLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	16	VODAFONE	NOKIA
BABEL_BP_105_29771_20120430_234735_outLine.sph	29771	20120430	234735	29771	outLine	SOUTH_EASTERN_ANATOLIA	M	HOME_OFFICE_MOBILE	23	TURKCELL	NOKIA
BABEL_BP_105_29771_20120430_234735_inLine.sph	29771	20120430	234735	29771	inLine	SOUTH_EASTERN_ANATOLIA	M	STREET	22	TURKCELL	LG
BABEL_BP_105_46603_20120430_193144_outLine.sph	46603	20120430	193144	46603	outLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_LANDLINE	70	TURK_TELEKOM	KAREL
BABEL_BP_105_46603_20120430_193144_inLine.sph	46603	20120430	193144	46603	inLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_LANDLINE	32	TURK_TELEKOM	KAREL
BABEL_BP_105_97274_20120202_091803_outLine.sph	97274	20120202	091803	97274	outLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	24	VODAFONE	NOKIA
BABEL_BP_105_97274_20120202_091803_inLine.sph	97274	20120202	091803	97274	inLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	24	VODAFONE	NOKIA
BABEL_BP_105_49689_20120429_224801_inLine.sph	49689	20120429	224801	49689	inLine	MARMARA	M	STREET	33	TURKCELL	NOKIA
BABEL_BP_105_49689_20120429_224801_outLine.sph	49689	20120429	224801	49689	outLine	MARMARA	M	STREET	32	VODAFONE	SAMSUNG
BABEL_BP_105_18234_20120220_051332_inLine.sph	18234	20120220	051332	18234	inLine	BLACK_SEA	F	HOME_OFFICE_MOBILE	54	VODAFONE	SAMSUNG
BABEL_BP_105_75799_20120121_081211_outLine.sph	75799	20120121	081211	75799	outLine	CENTRAL_ANATOLIAN	M	HOME_OFFICE_MOBILE	24	VODAFONE	NOKIA
BABEL_BP_105_75799_20120121_081211_inLine.sph	75799	20120121	081211	75799	inLine	CENTRAL_ANATOLIAN	M	HOME_OFFICE_MOBILE	22	VODAFONE	NOKIA
BABEL_BP_105_25278_20120208_203010_inLine.sph	25278	20120208	203010	25278	inLine	BLACK_SEA	M	PUBLIC_PLACE	36	VODAFONE	NOKIA
BABEL_BP_105_25278_20120208_203010_outLine.sph	25278	20120208	203010	25278	outLine	BLACK_SEA	F	PUBLIC_PLACE	35	VODAFONE	NOKIA
BABEL_BP_105_25236_20120209_002129_inLine.sph	25236	20120209	002129	25236	inLine	EAST_ANATOLIA	M	HOME_OFFICE_LANDLINE	39	TURK_TELEKOM	KAREL
BABEL_BP_105_25236_20120209_002129_outLine.sph	25236	20120209	002129	25236	outLine	AEGEAN	M	HOME_OFFICE_MOBILE	39	TURKCELL	SAMSUNG
BABEL_BP_105_28204_20120130_031505_outLine.sph	28204	20120130	031505	28204	outLine	MARMARA	M	HOME_OFFICE_MOBILE	25	TURKCELL	NOKIA
BABEL_BP_105_28204_20120130_031505_inLine.sph	28204	20120130	031505	28204	inLine	MARMARA	F	HOME_OFFICE_MOBILE	16	VODAFONE	NOKIA
BABEL_BP_105_75498_20120123_090316_outLine.sph	75498	20120123	090316	75498	outLine	MARMARA	F	HOME_OFFICE_MOBILE	17	TURKCELL	NOKIA
BABEL_BP_105_75498_20120123_090316_inLine.sph	75498	20120123	090316	75498	inLine	MARMARA	F	HOME_OFFICE_MOBILE	17	VODAFONE	NOKIA
BABEL_BP_105_79456_20120315_065631_outLine.sph	79456	20120315	065631	79456	outLine	EAST_ANATOLIA	F	HOME_OFFICE_MOBILE	55	AVEA	BLACKBERRY
BABEL_BP_105_14997_20120314_212654_outLine.sph	14997	20120314	212654	14997	outLine	SOUTH_EASTERN_ANATOLIA	M	HOME_OFFICE_MOBILE	23	TURKCELL	NOKIA
BABEL_BP_105_14997_20120314_212654_inLine.sph	14997	20120314	212654	14997	inLine	SOUTH_EASTERN_ANATOLIA	M	HOME_OFFICE_LANDLINE	24	TURK_TELEKOM	KAREL
BABEL_BP_105_92789_20120208_092935_inLine.sph	92789	20120208	092935	92789	inLine	EAST_ANATOLIA	M	PUBLIC_PLACE	18	VODAFONE	NOKIA
BABEL_BP_105_92789_20120208_092935_outLine.sph	92789	20120208	092935	92789	outLine	EAST_ANATOLIA	F	HOME_OFFICE_MOBILE	35	TURKCELL	BLACKBERRY
BABEL_BP_105_29276_20120209_054912_outLine.sph	29276	20120209	054912	29276	outLine	MEDITERRANEAN	F	HOME_OFFICE_MOBILE	30	VODAFONE	NOKIA
BABEL_BP_105_29276_20120209_054912_inLine.sph	29276	20120209	054912	29276	inLine	MEDITERRANEAN	F	PUBLIC_PLACE	26	VODAFONE	NOKIA
BABEL_BP_105_77244_20120530_230026_outLine.sph	77244	20120530	230026	77244	outLine	SOUTH_EASTERN_ANATOLIA	M	STREET	31	VODAFONE	SAMSUNG
BABEL_BP_105_77244_20120530_230026_inLine.sph	77244	20120530	230026	77244	inLine	SOUTH_EASTERN_ANATOLIA	M	CAR_KIT	32	TURKCELL	NOKIA
BABEL_BP_105_10467_20120520_004721_inLine.sph	10467	20120520	004721	10467	inLine	MARMARA	M	VEHICLE	39	TURKCELL	SAMSUNG
BABEL_BP_105_10467_20120520_004721_outLine.sph	10467	20120520	004721	10467	outLine	MARMARA	M	HOME_OFFICE_MOBILE	37	VODAFONE	SAMSUNG
BABEL_BP_105_90577_20120106_010938_inLine.sph	90577	20120106	010938	90577	inLine	MARMARA	M	HOME_OFFICE_LANDLINE	25	TURK_TELEKOM	KAREL
BABEL_BP_105_90577_20120106_010938_outLine.sph	90577	20120106	010938	90577	outLine	BLACK_SEA	M	PUBLIC_PLACE	27	VODAFONE	NOKIA
BABEL_BP_105_94226_20120126_200629_outLine.sph	94226	20120126	200629	94226	outLine	MARMARA	M	STREET	19	TURKCELL	SAMSUNG
BABEL_BP_105_94226_20120126_200629_inLine.sph	94226	20120126	200629	94226	inLine	MARMARA	M	STREET	26	VODAFONE	NOKIA
BABEL_BP_105_64724_20120502_185902_inLine.sph	64724	20120502	185902	64724	inLine	SOUTH_EASTERN_ANATOLIA	M	STREET	18	TURKCELL	NOKIA
BABEL_BP_105_64724_20120502_185902_outLine.sph	64724	20120502	185902	64724	outLine	SOUTH_EASTERN_ANATOLIA	M	STREET	19	TURKCELL	NOKIA
BABEL_BP_105_81321_20120127_073458_outLine.sph	81321	20120127	073458	81321	outLine	MARMARA	M	HOME_OFFICE_MOBILE	23	TURKCELL	NOKIA
BABEL_BP_105_81321_20120127_073458_inLine.sph	81321	20120127	073458	81321	inLine	MARMARA	M	HOME_OFFICE_MOBILE	26	VODAFONE	NOKIA
BABEL_BP_105_46977_20120210_043052_inLine.sph	46977	20120210	043052	46977	inLine	MEDITERRANEAN	M	PUBLIC_PLACE	46	VODAFONE	NOKIA
BABEL_BP_105_46977_20120210_043052_outLine.sph	46977	20120210	043052	46977	outLine	MEDITERRANEAN	M	PUBLIC_PLACE	38	AVEA	NOKIA
BABEL_BP_105_40046_20120110_013037_outLine.sph	40046	20120110	013037	40046	outLine	BLACK_SEA	M	HOME_OFFICE_MOBILE	26	AVEA	NOKIA
BABEL_BP_105_40046_20120110_013037_inLine.sph	40046	20120110	013037	40046	inLine	BLACK_SEA	M	HOME_OFFICE_LANDLINE	23	TURK_TELEKOM	KAREL
BABEL_BP_105_72141_20120125_085836_inLine.sph	72141	20120125	085836	72141	inLine	MARMARA	M	CAR_KIT	32	VODAFONE	NOKIA
BABEL_BP_105_72141_20120125_085836_outLine.sph	72141	20120125	085836	72141	outLine	MARMARA	M	HOME_OFFICE_MOBILE	39	TURKCELL	HTC
BABEL_BP_105_70243_20120130_002646_outLine.sph	70243	20120130	002646	70243	outLine	CENTRAL_ANATOLIAN	F	HOME_OFFICE_MOBILE	28	AVEA	SAMSUNG
BABEL_BP_105_70243_20120130_002646_inLine.sph	70243	20120130	002646	70243	inLine	CENTRAL_ANATOLIAN	M	HOME_OFFICE_MOBILE	31	VODAFONE	NOKIA
BABEL_BP_105_82766_20120130_011639_inLine.sph	82766	20120130	011639	82766	inLine	MARMARA	F	PUBLIC_PLACE	26	VODAFONE	NOKIA
BABEL_BP_105_82766_20120130_011639_outLine.sph	82766	20120130	011639	82766	outLine	MARMARA	M	PUBLIC_PLACE	30	VODAFONE	SAMSUNG
BABEL_BP_105_91975_20120622_002430_inLine.sph	91975	20120622	002430	91975	inLine	SOUTH_EASTERN_ANATOLIA	M	CAR_KIT	46	TURKCELL	SAMSUNG
